probe_id	group_a_mean_beta	group_b_mean_beta	delta_beta	group_a_n	group_b_n	p_value	abs_delta_beta	direction	fdr	significant	gene	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	dist_to_tss	cgi_relation	cgi_id	annotation_source	predicted_expression_effect	mechanics_basis
cg23822732	0.48865287356321824	0.8642846153846155	-0.3756317418213973	87	39	1.4497502584642204e-31	0.3756317418213973	hypomethylated	3.9824639600012135e-30	True	AC018685.2	chr2	2689081	2689083	-	intergenic	False	3507.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg12468774	0.6261850574712643	0.10526153846153849	0.5209235190097258	87	39	1.7731168666236156e-31	0.5209235190097258	hypermethylated	4.8225267649654175e-30	True	IHO1	chr3	49199426	49199428	+	TSS200	True	-71.0	Island		published_manifest	silencing	promoter_hypermethylation
cg12620035	0.420789655172414	0.8919153846153847	-0.47112572944297065	87	39	2.0197227642349705e-31	0.47112572944297065	hypomethylated	5.439390620934769e-30	True		chr7	73833282	73833284	+	TSS1500	True	-491.0	S_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg17154724	0.5889325581395347	0.0651974358974359	0.5237351222420988	86	39	3.448844613144223e-31	0.5237351222420988	hypermethylated	9.19803509932736e-30	True	DNM3	chr1	171841181	171841183	+	TSS1500	True	-316.0	N_Shore		published_manifest	silencing	promoter_hypermethylation
cg04865841	0.6746701149425284	0.1827846153846154	0.49188549955791294	87	39	3.842015791871763e-31	0.49188549955791294	hypermethylated	1.007073801204502e-29	True	WRAP73	chr1	3650427	3650429	+	intergenic	False	5177.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg07944396	0.4708517241379313	0.8631026315789475	-0.3922509074410162	87	38	3.84939021210312e-31	0.3922509074410162	hypomethylated	1.007073801204502e-29	True	RBFOX1	chr16	7332512	7332514	+	TSS1500	True	-263.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg27403658	0.4042689655172413	0.8402179487179486	-0.43594898320070735	87	39	3.9515944412239e-31	0.43594898320070735	hypomethylated	1.0240594273624578e-29	True	CDK14	chr7	90706488	90706490	-	gene_body	False	26569.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg04928338	0.3749298850574712	0.8163000000000001	-0.4413701149425289	87	38	4.0752728442562615e-31	0.4413701149425289	hypomethylated	1.0462406077730795e-29	True		chr16	5236490	5236492	-	gene_body	False	12182.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg11388664	0.44998965517241385	0.8663794871794872	-0.41638983200707336	87	39	5.201910006632574e-31	0.41638983200707336	hypomethylated	1.3231154433536743e-29	True	CADM3	chr1	159170581	159170583	+	gene_body	False	24180.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg19540425	0.6631709302325579	0.23817435897435893	0.424996571258199	86	39	6.178227527504251e-31	0.424996571258199	hypermethylated	1.5570266989040532e-29	True	FGD4	chr12	32502901	32502903	+	gene_body	False	8366.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg03582419	0.3762267441860465	0.8764051282051282	-0.5001783840190817	86	39	6.74225846220656e-31	0.5001783840190817	hypomethylated	1.68372581778922e-29	True	AC097518.2,LINC02509	chr4	176883622	176883624	-	gene_body	False	7874.0	OpenSea		published_manifest	ambiguous	outside_promoter
cg05280527	0.2608	0.8713435897435895	-0.6105435897435896	87	39	8.291097937812362e-31	0.6105435897435896	hypomethylated	2.0518600031685185e-29	True	NRXN3	chr14	79862106	79862108	+	5UTR_1stExon	False	2903.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg14861089	0.6036402298850575	0.09273076923076924	0.5109094606542882	87	39	9.570781494387773e-31	0.5109094606542882	hypermethylated	2.3418554288615252e-29	True	TLX1	chr10	101135285	101135287	+	gene_body	False	972.0	Island		published_manifest	ambiguous	outside_promoter
cg24926465	0.3716494252873562	0.8236897435897436	-0.45204031830238733	87	39	9.633406023347373e-31	0.45204031830238733	hypomethylated	2.3418554288615252e-29	True	AC091607.2,KCNAB1	chr3	156289997	156289999	+	5UTR_1stExon	False	39467.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg14696870	0.4443471264367817	0.835097435897436	-0.3907503094606543	87	39	1.8223841402724293e-30	0.3907503094606543	hypomethylated	4.39130634502488e-29	True	FCER1A	chr1	159289086	159289088	+	gene_body	False	2766.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg21306240	0.5081988505747127	0.07349230769230769	0.434706542882405	87	39	1.9230515194893248e-30	0.434706542882405	hypermethylated	4.593584803510587e-29	True	EPHA10	chr1	37765172	37765174	-	TSS200	True	-164.0	Island		imputed_from_region_mix	silencing	promoter_hypermethylation
cg04414975	0.4666848837209301	0.8624179487179486	-0.39573306499701855	86	39	2.889189151085065e-30	0.39573306499701855	hypomethylated	6.841898791405753e-29	True	TMEM132D	chr12	129849269	129849271	+	TSS1500	True	-823.0	Island		imputed_from_region_mix	activation	promoter_hypomethylation
cg26210445	0.6146744186046512	0.1252307692307692	0.489443649373882	86	39	2.9277013639979985e-30	0.489443649373882	hypermethylated	6.873842433250001e-29	True	TBR1	chr2	161416814	161416816	-	5UTR_1stExon	True	484.0	Island		published_manifest	silencing	promoter_hypermethylation
cg27390627	0.3294068965517241	0.7838358974358974	-0.4544290008841733	87	39	3.0005046163736572e-30	0.4544290008841733	hypomethylated	6.98507303489698e-29	True		chr1	242710916	242710918	+	gene_body	False	24362.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg13782274	0.4149802325581397	0.9177333333333332	-0.5027531007751935	86	39	4.265584633751121e-30	0.5027531007751935	hypomethylated	9.835927902627195e-29	True	KCNQ2	chr20	63466327	63466329	-	5UTR_1stExon	True	177.0	Island		published_manifest	activation	promoter_hypomethylation
cg26783057	0.5787069767441859	0.10260000000000001	0.4761069767441859	86	39	4.296728606899394e-30	0.4761069767441859	hypermethylated	9.835927902627195e-29	True	VAX1	chr10	117132158	117132160	-	intergenic	False	23122.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg27632318	0.4461241379310346	0.874105128205128	-0.42798099027409336	87	39	4.9957090797278934e-30	0.42798099027409336	hypomethylated	1.1341498216539274e-28	True	RGS7	chr1	240869178	240869180	+	TSS200	True	-359.0	Island		imputed_from_region_mix	activation	promoter_hypomethylation
cg05497345	0.5581758620689655	0.1097128205128205	0.448463041556145	87	39	5.6501051292336316e-30	0.448463041556145	hypermethylated	1.2721999008200646e-28	True	ITPRIPL1	chr2	96325175	96325177	+	TSS200	True	-208.0	OpenSea		imputed_from_region_mix	silencing	promoter_hypermethylation
cg02482718	0.445619540229885	0.8556102564102565	-0.4099907161803715	87	39	5.9816518239541555e-30	0.4099907161803715	hypomethylated	1.3359022406830947e-28	True	AJAP1	chr1	4666698	4666700	+	5UTR_1stExon	False	35972.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg19988482	0.4984896551724136	0.890876923076923	-0.3923872679045094	87	39	6.321698062261732e-30	0.3923872679045094	hypomethylated	1.4004600465349175e-28	True	AC105393.2	chr2	394571	394573	+	TSS1500	True	-484.0	S_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg18705861	0.4022558139534882	0.8394179487179488	-0.43716213476446064	86	39	9.709642213034818e-30	0.43716213476446064	hypomethylated	2.1337909727365314e-28	True	AC025043.1,CTDSPL2	chr15	44426197	44426199	-	intergenic	False	18819.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg22719314	0.49053647058823535	0.8972923076923078	-0.4067558371040725	85	39	1.0765555482197544e-29	0.4067558371040725	hypomethylated	2.3470619769521154e-28	True	FLG,FLG-AS1	chr1	152317857	152317859	+	gene_body	False	33392.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg18166959	0.3610574712643678	0.7794564102564103	-0.4183989389920425	87	39	1.146876410507823e-29	0.4183989389920425	hypomethylated	2.4806846454055033e-28	True	AL512328.1	chr1	230744337	230744339	+	TSS1500	True	-869.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg14181111	0.4660574712643678	0.8925025641025641	-0.4264450928381963	87	39	1.2073256714487431e-29	0.4264450928381963	hypomethylated	2.591034077710701e-28	True	AL135926.1	chr1	168804074	168804076	-	gene_body	False	12927.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg10578996	0.3603333333333335	0.7914358974358975	-0.431102564102564	87	39	1.6115068977397367e-29	0.431102564102564	hypomethylated	3.4316352310783384e-28	True	AC011524.2,LINC00906	chr19	28964965	28964967	-	intergenic	False	2703.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg24804195	0.732227906976744	0.260048717948718	0.472179189028026	86	39	1.8241721651674148e-29	0.472179189028026	hypermethylated	3.8546161059345297e-28	True	LINC00461	chr5	88673025	88673027	-	intergenic	False	24922.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg03713642	0.612679069767442	0.11654473684210527	0.49613433292533676	86	38	2.3737549321576714e-29	0.49613433292533676	hypermethylated	4.977637250868033e-28	True	AC130466.1,HS3ST2	chr16	22813778	22813780	+	gene_body	False	26481.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg08159989	0.843171264367816	0.29555384615384617	0.5476174182139698	87	39	3.231010100242989e-29	0.5476174182139698	hypermethylated	6.723927837399615e-28	True	KLHDC8A	chr1	205356942	205356944	-	gene_body	False	6697.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg24833737	0.4657091954022987	0.9198973684210526	-0.4541881730187539	87	38	4.019453699740698e-29	0.4541881730187539	hypomethylated	8.301834070065939e-28	True	AC025839.1	chr8	141622350	141622352	-	gene_body	False	3468.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg13804575	0.7037655172413793	0.23425641025641028	0.46950910698496895	87	39	4.934375017610525e-29	0.46950910698496895	hypermethylated	1.0115468786101576e-27	True	ZNF462	chr9	106864717	106864719	-	gene_body	False	1552.0	S_Shelf		published_manifest	ambiguous	outside_promoter
cg12072262	0.4224241379310345	0.8674487179487178	-0.4450245800176833	87	39	5.516949105427141e-29	0.4450245800176833	hypomethylated	1.1225969772302485e-27	True		chr10	127581088	127581090	-	5UTR_1stExon	False	4934.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg01688536	0.522168965517241	0.08703589743589744	0.43513306808134355	87	39	6.24001785901987e-29	0.43513306808134355	hypermethylated	1.2603918425534986e-27	True		chr7	35257356	35257358	+	5UTR_1stExon	False	14725.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg25025181	0.3763977011494252	0.7961205128205128	-0.41972281167108755	87	39	7.162170401325635e-29	0.41972281167108755	hypomethylated	1.4360935833898919e-27	True	SMYD3	chr1	246215207	246215209	+	gene_body	False	10018.0	S_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg12901574	0.5200333333333332	0.9232205128205129	-0.40318717948717964	87	39	8.301911475762383e-29	0.40318717948717964	hypomethylated	1.6525616539071932e-27	True	RIMBP2	chr12	130447424	130447426	+	gene_body	False	30418.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg18362003	0.42441279069767457	0.863548717948718	-0.43913592725104345	86	39	8.397225654574145e-29	0.43913592725104345	hypomethylated	1.659509271447135e-27	True	MIR100HG	chr11	122180921	122180923	-	gene_body	False	908.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg00742098	0.32091609195402304	0.7909578947368421	-0.47004180278281904	87	38	8.47858271057715e-29	0.47004180278281904	hypomethylated	1.6636190504253877e-27	True		chr16	17817806	17817808	+	gene_body	False	11497.0	N_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg15065340	0.33213218390804594	0.7865564102564103	-0.4544242263483644	87	39	1.1466746055829171e-28	0.4544242263483644	hypomethylated	2.2339823698838818e-27	True	TNK2	chr3	195906043	195906045	-	5UTR_1stExon	False	24804.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg05353872	0.38605232558139524	0.846005128205128	-0.4599528026237327	86	39	1.1870252131833028e-28	0.4599528026237327	hypomethylated	2.2963086342355867e-27	True	OR2M3	chr1	248203096	248203098	+	TSS200	True	-209.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg08160063	0.5011593023255813	0.880648717948718	-0.37948941562313676	86	39	1.2445320208819884e-28	0.37948941562313676	hypomethylated	2.3907199030509246e-27	True	RBFOX1	chr16	7654958	7654960	-	intergenic	False	12796.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg24432768	0.4428034482758621	0.8378333333333331	-0.395029885057471	87	39	1.3427266385799653e-28	0.395029885057471	hypomethylated	2.5614375529021976e-27	True	CD1D	chr1	158180183	158180185	+	gene_body	False	11578.0	N_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg15232539	0.5807149425287358	0.0990230769230769	0.4816918656056589	87	39	1.4900606606153276e-28	0.4816918656056589	hypermethylated	2.822894230834693e-27	True	CSGALNACT1	chr8	19602160	19602162	-	intergenic	False	16718.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg21291134	0.38186321839080467	0.8231025641025639	-0.4412393457117592	87	39	1.5295875714019817e-28	0.4412393457117592	hypomethylated	2.8779294922200298e-27	True	APCS	chr1	159588721	159588723	-	TSS1500	True	-983.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg05343184	0.4212793103448277	0.8362230769230768	-0.41494376657824916	87	39	1.540098755220605e-28	0.41494376657824916	hypomethylated	2.8779940684292528e-27	True	PRDM16	chr1	3141586	3141588	+	intergenic	False	27567.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg26479667	0.43994827586206914	0.889325641025641	-0.4493773651635719	87	39	1.6174026921260346e-28	0.4493773651635719	hypomethylated	3.0020305373447414e-27	True		chr5	3339466	3339468	+	gene_body	False	10204.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg12671632	0.2967793103448276	0.7592307692307693	-0.4624514588859417	87	39	1.6536115411304486e-28	0.4624514588859417	hypomethylated	3.0486381902586186e-27	True		chr6	422934	422936	+	gene_body	False	39837.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg15700197	0.3445965116279069	0.7787615384615382	-0.4341650268336313	86	39	1.9932302134562567e-28	0.4341650268336313	hypomethylated	3.650268930909558e-27	True	AL513323.1,OR10J1	chr1	159439416	159439418	-	TSS200	True	-673.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg06354543	0.49151058823529425	0.8846128205128206	-0.3931022322775264	85	39	2.064049350899521e-28	0.3931022322775264	hypomethylated	3.754929514517208e-27	True		chr10	128578307	128578309	+	5UTR_1stExon	False	17493.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg03441279	0.44393563218390814	0.8792052631578948	-0.4352696309739867	87	38	2.2249086539845413e-28	0.4352696309739867	hypomethylated	4.020936889799694e-27	True	BCL9	chr1	147612149	147612151	-	gene_body	False	29585.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg13420985	0.43963448275862055	0.8315564102564102	-0.3919219274977897	87	39	2.530056650888098e-28	0.3919219274977897	hypomethylated	4.542526549012814e-27	True	RFTN1	chr3	16482916	16482918	-	intergenic	False	3062.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg03779973	0.5116310344827585	0.8888589743589744	-0.37722793987621595	87	39	3.113100762171901e-28	0.37722793987621595	hypomethylated	5.517217931410459e-27	True	DCLK2	chr4	150080818	150080820	-	5UTR_1stExon	False	33169.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg02550950	0.4036241379310345	0.8266794871794871	-0.4230553492484526	87	39	3.6517896408552354e-28	0.4230553492484526	hypomethylated	6.430427015018802e-27	True	HECW2	chr2	196257379	196257381	+	TSS1500	True	-998.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg18423935	0.7651781609195402	0.2524051282051281	0.512773032714412	87	39	3.867889540685524e-28	0.512773032714412	hypermethylated	6.767574884244035e-27	True	AC072026.2,STXBP5L	chr3	120907819	120907821	-	5UTR_1stExon	True	86.0	N_Shore		published_manifest	silencing	promoter_hypermethylation
cg06351425	0.3522413793103449	0.7912974358974357	-0.43905605658709085	87	39	4.105507422502719e-28	0.43905605658709085	hypomethylated	7.137866385832258e-27	True	GPX6	chr6	28514413	28514415	-	gene_body	False	19323.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg17463633	0.5075058139534885	0.9398025641025642	-0.43229675014907576	86	39	4.847962429260478e-28	0.43229675014907576	hypomethylated	8.37569358061543e-27	True	AL359924.1	chr1	237861162	237861164	-	gene_body	False	23881.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg26765743	0.48009195402298827	0.8705923076923074	-0.3905003536693192	87	39	5.2278645636967765e-28	0.3905003536693192	hypomethylated	8.975589972796903e-27	True	MIR646HG	chr20	60472429	60472431	-	5UTR_1stExon	False	27934.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg05809668	0.5337885057471262	0.07949736842105262	0.4542911373260736	87	38	5.60235618913168e-28	0.4542911373260736	hypermethylated	9.558802764934612e-27	True		chr7	35261576	35261578	+	intergenic	True	0.0	Island		published_manifest	silencing	promoter_hypermethylation
cg21116284	0.7095218390804598	0.2661564102564103	0.44336542882404956	87	39	6.528482564602538e-28	0.44336542882404956	hypermethylated	1.1070210867261216e-26	True	TGFBR3	chr1	91751323	91751325	+	TSS200	True	-1468.0	S_Shelf		imputed_from_region_mix	silencing	promoter_hypermethylation
cg23279503	0.3728126436781608	0.770653846153846	-0.3978412024756852	87	39	7.140908485830673e-28	0.3978412024756852	hypomethylated	1.2034402215077827e-26	True	UNC5D	chr8	35791497	35791499	+	gene_body	False	39228.0	N_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg27563985	0.7061816091954022	0.2201871794871795	0.4859944297082227	87	39	9.448424296751365e-28	0.4859944297082227	hypermethylated	1.5826110697058537e-26	True	CBLN4	chr20	56005620	56005622	-	TSS200	True	-101.0	Island		published_manifest	silencing	promoter_hypermethylation
cg08047907	0.5933790697674418	0.10870769230769231	0.48467137745974953	86	39	1.0008402060005873e-27	0.48467137745974953	hypermethylated	1.6662473005355233e-26	True	CCDC181	chr1	169427619	169427621	+	TSS200	True	-1199.0	S_Shore		imputed_from_region_mix	silencing	promoter_hypermethylation
cg17627629	0.5643436781609195	0.08538461538461536	0.47895906277630407	87	39	1.0599738611138991e-27	0.47895906277630407	hypermethylated	1.7540651786023377e-26	True		chr5	180090139	180090141	+	gene_body	False	28094.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg02721693	0.31069642857142865	0.7874076923076923	-0.4767112637362636	84	39	1.071255979835222e-27	0.4767112637362636	hypomethylated	1.762119866231949e-26	True	SHCBP1L	chr1	182953569	182953571	-	gene_body	False	30971.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg07385257	0.35489195402298856	0.7932410256410254	-0.4383490716180368	87	39	1.1979572542529897e-27	0.4383490716180368	hypomethylated	1.9588027246624777e-26	True	AC124290.1	chr8	35945648	35945650	-	intergenic	False	27375.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg21026830	0.5975022988505746	0.10872307692307694	0.4887792219274977	87	39	1.3419096016688319e-27	0.4887792219274977	hypermethylated	2.181198624724427e-26	True	C14orf39	chr14	60506798	60506800	-	gene_body	False	8745.0	N_Shore		published_manifest	ambiguous	outside_promoter
cg19214658	0.44333103448275857	0.8548923076923077	-0.41156127320954916	87	39	1.3767527282293483e-27	0.41156127320954916	hypomethylated	2.2246704379094234e-26	True		chr13	112238326	112238328	-	gene_body	False	23304.0	S_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg02485729	0.4522091954022988	0.8472641025641028	-0.39505490716180397	87	39	1.85858077494098e-27	0.39505490716180397	hypomethylated	2.985685022668346e-26	True	TMEM132C	chr12	128509881	128509883	-	gene_body	False	38792.0	N_Shelf		imputed_from_region_mix	ambiguous	outside_promoter
cg23960736	0.3850058139534884	0.8530333333333334	-0.46802751937984505	86	39	2.160150676461395e-27	0.46802751937984505	hypomethylated	3.449961574557821e-26	True		chr1	4111533	4111535	+	intergenic	False	23800.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg08513547	0.4556620689655172	0.8822153846153844	-0.4265533156498672	87	39	2.178419157905558e-27	0.4265533156498672	hypomethylated	3.459027414315935e-26	True	ZNF300P1	chr5	150943995	150943997	-	TSS200	True	-1191.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg18438793	0.6501689655172411	0.1495076923076923	0.5006612732095488	87	39	3.073065282292663e-27	0.5006612732095488	hypermethylated	4.851557661182727e-26	True	HPCAL4	chr1	39684164	39684166	-	gene_body	False	7269.0	Island		published_manifest	ambiguous	outside_promoter
cg21367256	0.386557471264368	0.7704948717948716	-0.3839374005305036	87	39	4.563426045000811e-27	0.3839374005305036	hypomethylated	7.163275054638416e-26	True	MYT1	chr20	64164304	64164306	-	gene_body	False	26417.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg20521198	0.3902839080459771	0.8217153846153846	-0.4314314765694075	87	39	5.987233109075513e-27	0.4314314765694075	hypomethylated	9.292050480582166e-26	True		chr4	27101284	27101286	-	TSS200	True	-1003.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg00106345	0.5913114942528733	0.13162105263157894	0.45969044162129435	87	38	6.554754689957675e-27	0.45969044162129435	hypermethylated	1.0115680411974008e-25	True	AC004079.1,AC004079.2;AC004079.4;AC004079.5;HOTAIRM1	chr7	27098776	27098778	-	TSS200	True	-62.0	S_Shore		published_manifest	silencing	promoter_hypermethylation
cg00991875	0.6248436781609195	0.0951282051282051	0.5297154730327144	87	39	6.66575812214242e-27	0.5297154730327144	hypermethylated	1.0172687534180682e-25	True		chr6	160679343	160679345	-	intergenic	True	0.0	Island		published_manifest	silencing	promoter_hypermethylation
cg11676353	0.755541860465116	0.2768538461538461	0.47868801431126984	86	39	8.955051288638796e-27	0.47868801431126984	hypermethylated	1.3590898281707608e-25	True	MACF1	chr1	39082328	39082330	+	TSS200	True	-488.0	OpenSea		imputed_from_region_mix	silencing	promoter_hypermethylation
cg10471825	0.37170930232558136	0.8072435897435897	-0.4355342874180083	86	39	1.0054975016923487e-26	0.4355342874180083	hypomethylated	1.5128027609467804e-25	True	ZFHX3	chr16	73523423	73523425	+	TSS200	True	-666.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg22669120	0.33531494252873567	0.7521461538461539	-0.41683121131741824	87	39	1.0078008928040074e-26	0.41683121131741824	hypomethylated	1.5128027609467804e-25	True	AC005906.2,KCNA1	chr12	4915419	4915421	-	TSS1500	True	-886.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg09170112	0.40954597701149414	0.8946210526315789	-0.48507507562008473	87	38	1.0596933580201123e-26	0.48507507562008473	hypomethylated	1.582053073087635e-25	True		chr12	131617642	131617644	+	intergenic	True	0.0	OpenSea		published_manifest	activation	promoter_hypomethylation
cg15613420	0.6515459770114943	0.1384394736842105	0.5131065033272838	87	38	1.1723124086508124e-26	0.5131065033272838	hypermethylated	1.7407255062506928e-25	True	AC026691.1,MACROH2A1	chr5	135399946	135399948	-	TSS200	True	-32.0	S_Shore		published_manifest	silencing	promoter_hypermethylation
cg22222413	0.6635895348837206	0.19982820512820515	0.4637613297555155	86	39	1.1888565662880653e-26	0.4637613297555155	hypermethylated	1.7558005309641482e-25	True	TRAK1	chr3	42025303	42025305	+	gene_body	False	19503.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg10699171	0.32134941176470594	0.7905846153846153	-0.4692352036199094	85	39	1.7638523877295727e-26	0.4692352036199094	hypomethylated	2.591070860477613e-25	True	RIPOR2	chr6	24936736	24936738	-	intergenic	False	33459.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg16963144	0.5205988505747129	0.09154473684210529	0.4290541137326076	87	38	1.795736674577195e-26	0.4290541137326076	hypermethylated	2.6238769388635926e-25	True	FOXA2	chr20	22586337	22586339	+	TSS200	True	-1226.0	OpenSea		imputed_from_region_mix	silencing	promoter_hypermethylation
cg04388226	0.3686275862068966	0.8518973684210526	-0.48326978221415595	87	38	2.0968266370284277e-26	0.48326978221415595	hypomethylated	3.0476099322312647e-25	True	LINC02393	chr12	127881485	127881487	-	TSS200	True	-1268.0	N_Shore		imputed_from_region_mix	activation	promoter_hypomethylation
cg26579145	0.34348850574712647	0.7623025641025639	-0.41881405835543745	87	39	2.116586719246362e-26	0.41881405835543745	hypomethylated	3.0601387988261876e-25	True	HS3ST2	chr16	22818369	22818371	+	intergenic	False	26319.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
cg07519235	0.6025103448275863	0.11651538461538462	0.4859949602122016	87	39	2.1561157170882705e-26	0.4859949602122016	hypermethylated	3.100968520859413e-25	True	GPRC5B	chr16	19883655	19883657	+	gene_body	False	38999.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg06203976	0.4241459770114944	0.8397461538461539	-0.4156001768346595	87	39	2.334644447886393e-26	0.4156001768346595	hypomethylated	3.340243905387459e-25	True	CADM3	chr1	159170654	159170656	-	intergenic	False	8375.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg17034390	0.6303551724137931	0.1628153846153846	0.46753978779840855	87	39	3.0523544302241106e-26	0.46753978779840855	hypermethylated	4.322070938054449e-25	True		chr6	30127548	30127550	+	intergenic	False	5349.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg07149609	0.6287448275862071	0.07994871794871794	0.5487961096374891	87	39	4.3046704082892836e-26	0.5487961096374891	hypermethylated	6.064066467472134e-25	True	PRRX1	chr1	170661592	170661594	+	TSS1500	True	-1135.0	Island		published_manifest	silencing	promoter_hypermethylation
cg05016408	0.5819885057471264	0.08860789473684211	0.49338061101028424	87	38	4.6932463040762404e-26	0.49338061101028424	hypermethylated	6.577728365968078e-25	True	ZNF300P1	chr5	150946611	150946613	+	TSS1500	True	-322.0	Island		published_manifest	silencing	promoter_hypermethylation
cg21789085	0.4756379310344825	0.8766435897435897	-0.4010056587091072	87	39	4.9953475618874384e-26	0.4010056587091072	hypomethylated	6.965593782997357e-25	True	MIR7160,MYOM2	chr8	2076513	2076515	+	TSS1500	True	-57.0	OpenSea		imputed_from_region_mix	activation	promoter_hypomethylation
cg12041100	0.32453563218390824	0.8313973684210527	-0.5068617362371445	87	38	5.653219831361202e-26	0.5068617362371445	hypomethylated	7.843128725630921e-25	True	RAPGEFL1	chr17	40180935	40180937	+	intergenic	False	13639.0	Island		imputed_from_region_mix	ambiguous	outside_promoter
cg13028819	0.45156511627906987	0.8775435897435898	-0.42597847346451995	86	39	6.145019873019554e-26	0.42597847346451995	hypomethylated	8.48259778451493e-25	True		chr7	156364994	156364996	-	intergenic	False	18096.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg27153327	0.473283908045977	0.8435153846153844	-0.37023147656940747	87	39	6.612051832956586e-26	0.37023147656940747	hypomethylated	9.08165319256587e-25	True	MEIOB	chr16	1870813	1870815	+	intergenic	False	13064.0	N_Shore		imputed_from_region_mix	ambiguous	outside_promoter
cg14632030	0.3432758620689655	0.7854282051282053	-0.44215234305923984	87	39	6.867964288157366e-26	0.44215234305923984	hypomethylated	9.386217860481734e-25	True	MS4A14,MS4A6E;MS4A7	chr11	60377071	60377073	-	gene_body	False	26323.0	OpenSea		imputed_from_region_mix	ambiguous	outside_promoter
