probe_id	group_a_mean_beta	group_b_mean_beta	delta_beta	group_a_n	group_b_n	p_value	abs_delta_beta	direction	fdr	significant
sim0002095	0.9549770114942528	0.8337153846153845	0.12126162687886832	87	39	6.247940148223768e-17	0.12126162687886832	hypermethylated	4.0478989592383706e-16	True
cg16596604	0.5526298850574715	0.12502051282051282	0.4276093722369586	87	39	6.359019028585405e-17	0.4276093722369586	hypermethylated	4.1101706521233193e-16	True
cg03970036	0.5540290697674417	0.12535641025641026	0.42867265951103145	86	39	6.87023758872931e-17	0.42867265951103145	hypermethylated	4.4301743324505666e-16	True
cg00765705	0.7527517241379311	0.22985384615384616	0.5228978779840849	87	39	8.401082951263338e-17	0.5228978779840849	hypermethylated	5.404631116421637e-16	True
cg09165441	0.6080632183908048	0.1497717948717949	0.45829142351900987	87	39	8.685767177192373e-17	0.45829142351900987	hypermethylated	5.574720195268095e-16	True
cg17239057	0.6869883720930232	0.22702564102564102	0.45996273106738217	86	39	9.271972963641568e-17	0.45996273106738217	hypermethylated	5.937088515413377e-16	True
cg03692651	0.6169287356321839	0.09551578947368422	0.5214129461584996	87	38	1.0863029022556713e-16	0.5214129461584996	hypermethylated	6.939707145340301e-16	True
cg24604013	0.5811627906976742	0.12192307692307697	0.4592397137745972	86	39	1.157074852876298e-16	0.4592397137745972	hypermethylated	7.374674294318308e-16	True
cg11735242	0.4518390804597702	0.8326307692307691	-0.38079168877099884	87	39	1.165924748728147e-16	0.38079168877099884	hypomethylated	7.413877973972732e-16	True
cg14541801	0.28675000000000006	0.6582897435897436	-0.3715397435897435	86	39	1.7627830602645537e-16	0.3715397435897435	hypomethylated	1.1183291146759191e-15	True
cg12496211	0.28507701149425296	0.7010973684210529	-0.4160203569267999	87	38	1.7885450821944323e-16	0.4160203569267999	hypomethylated	1.1320583734534804e-15	True
cg09171112	0.33775632183908044	0.725779487179487	-0.3880231653404066	87	39	2.030851410462495e-16	0.3880231653404066	hypomethylated	1.2824709941472354e-15	True
cg04221117	0.28128505747126437	0.7321538461538463	-0.4508687886825819	87	39	2.212842123691387e-16	0.4508687886825819	hypomethylated	1.3941920444450092e-15	True
cg00970396	0.6264080459770114	0.13077692307692307	0.4956311229000883	87	39	2.8006881965366334e-16	0.4956311229000883	hypermethylated	1.7605241363583827e-15	True
sim0000297	0.9849883720930229	0.8685153846153845	0.11647298747763846	86	39	3.0368316228572887e-16	0.11647298747763846	hypermethylated	1.904606499540861e-15	True
cg10966440	0.39790465116279067	0.7638487179487178	-0.3659440667859271	86	39	3.3165931298322634e-16	0.3659440667859271	hypomethylated	2.0753260427446988e-15	True
cg22198603	0.2748885057471263	0.6456641025641026	-0.37077559681697625	87	39	3.5515390740901347e-16	0.37077559681697625	hypomethylated	2.217290417392182e-15	True
sim0000717	0.10872441860465111	0.05375263157894737	0.05497178702570374	86	38	4.319983158399146e-16	0.05497178702570374	hypermethylated	2.6909282848350236e-15	True
cg27456203	0.7756593023255812	0.30578205128205116	0.46987725104353006	86	39	4.79703488490679e-16	0.46987725104353006	hypermethylated	2.981324621909265e-15	True
cg16206460	0.56356091954023	0.11972564102564104	0.443835278514589	87	39	4.996034794305822e-16	0.443835278514589	hypermethylated	3.097992681706116e-15	True
sim0001305	0.7588804597701151	0.8129179487179488	-0.05403748894783367	87	39	5.405576637459926e-16	0.05403748894783367	hypomethylated	3.344396176374418e-15	True
cg05057720	0.6338540229885057	0.14529736842105262	0.48855665456745306	87	38	5.7710328726344285e-16	0.48855665456745306	hypermethylated	3.562478045197028e-15	True
cg18023455	0.28010459770114937	0.6974435897435896	-0.4173389920424402	87	39	6.282189303374145e-16	0.4173389920424402	hypomethylated	3.867600460216688e-15	True
cg11081307	0.5092811764705883	0.8753923076923076	-0.36611113122171923	85	39	6.293474356450163e-16	0.36611113122171923	hypomethylated	3.867600460216688e-15	True
sim0001346	0.2256436781609196	0.14834102564102564	0.07730265251989396	87	39	6.332403828294486e-16	0.07730265251989396	hypermethylated	3.882837793822534e-15	True
cg10168086	0.22187126436781607	0.6979435897435896	-0.47607232537577354	87	39	6.743522793735301e-16	0.47607232537577354	hypomethylated	4.12571427937436e-15	True
cg22691256	0.3110367816091955	0.6963615384615388	-0.3853247568523433	87	39	8.721538469220257e-16	0.3853247568523433	hypomethylated	5.3240147055440106e-15	True
cg01518607	0.7413885057471264	0.20947692307692306	0.5319115826702034	87	39	1.0391874835705202e-15	0.5319115826702034	hypermethylated	6.329596490838623e-15	True
cg09633240	0.25427241379310345	0.6803897435897436	-0.42611732979664013	87	39	1.134367337987111e-15	0.42611732979664013	hypomethylated	6.894042206749101e-15	True
cg08445802	0.6783839080459767	0.19331794871794875	0.485065959328028	87	39	1.3472971489899403e-15	0.485065959328028	hypermethylated	8.170033704802132e-15	True
cg15300436	0.251058620689655	0.7195552631578946	-0.46849664246823963	87	38	1.400419750708315e-15	0.46849664246823963	hypomethylated	8.473464879285775e-15	True
cg20494374	0.6946034482758623	0.22012307692307692	0.47448037135278537	87	39	1.549078716929111e-15	0.47448037135278537	hypermethylated	9.352349967921469e-15	True
cg04868078	0.6204729411764708	0.20981052631578942	0.41066241486068134	85	38	1.8174228921989298e-15	0.41066241486068134	hypermethylated	1.094837869489136e-14	True
sim0001641	0.16225747126436788	0.06744615384615384	0.09481131741821404	87	39	2.2043136722760233e-15	0.09481131741821404	hypermethylated	1.3249999251077103e-14	True
sim0000706	0.5502022988505747	0.6563615384615384	-0.10615923961096374	87	39	2.869275515144639e-15	0.10615923961096374	hypomethylated	1.7209388297166645e-14	True
cg25188760	0.3827674418604652	0.7248435897435898	-0.34207614788312457	86	39	2.8999293455613403e-15	0.34207614788312457	hypomethylated	1.7355350571366014e-14	True
cg12129796	0.3228310344827586	0.7457157894736842	-0.4228847549909256	87	38	2.926704579592482e-15	0.4228847549909256	hypomethylated	1.7477516261175107e-14	True
cg12172441	0.728455172413793	0.2805179487179487	0.44793722369584427	87	39	3.0117486875293298e-15	0.44793722369584427	hypermethylated	1.794636365432336e-14	True
cg09513990	0.5247011494252874	0.1461025641025641	0.3785985853227234	87	39	3.5648659547229945e-15	0.3785985853227234	hypermethylated	2.1196291726459016e-14	True
sim0000039	0.17712873563218384	0.11601315789473682	0.061115577737447024	87	38	4.0751545522695796e-15	0.061115577737447024	hypermethylated	2.417807679283917e-14	True
cg08443563	0.1933441860465116	0.6102743589743587	-0.41693017292784706	86	39	4.354841949019184e-15	0.41693017292784706	hypomethylated	2.5781790590421766e-14	True
sim0000659	0.8301149425287353	0.7706692307692309	0.059445711759504416	87	39	5.79063668136346e-15	0.059445711759504416	hypermethylated	3.4208341857431013e-14	True
sim0002054	0.19642873563218388	0.09332307692307694	0.10310565870910694	87	39	6.334020014096996e-15	0.10310565870910694	hypermethylated	3.7338096520867915e-14	True
cg11630939	0.25196896551724146	0.7257025641025643	-0.4737335985853228	87	39	8.613431274836848e-15	0.4737335985853228	hypomethylated	5.0666157841492125e-14	True
cg02707176	0.7546930232558141	0.30638947368421054	0.44830354957160357	86	38	9.065497726230405e-15	0.44830354957160357	hypermethylated	5.3211372337510516e-14	True
cg17098965	0.22820465116279068	0.6964282051282049	-0.46822355396541426	86	39	9.213271719624275e-15	0.46822355396541426	hypomethylated	5.3963448643513614e-14	True
cg13916459	0.6732701149425289	0.19167435897435897	0.4815957559681699	87	39	9.935149979154643e-15	0.4815957559681699	hypermethylated	5.806778083561234e-14	True
cg13045134	0.748428735632184	0.3264794871794871	0.42194924845269693	87	39	9.965020564947053e-15	0.42194924845269693	hypermethylated	5.811870805076339e-14	True
cg04150495	0.6374383720930232	0.19719230769230767	0.44024606440071556	86	39	9.994649736531526e-15	0.44024606440071556	hypermethylated	5.816801446239852e-14	True
cg22520791	0.29261724137931033	0.7133589743589742	-0.4207417329796639	87	39	1.059990888862544e-14	0.4207417329796639	hypomethylated	6.156014739334902e-14	True
cg21158815	0.2582103448275862	0.631248717948718	-0.37303837312113175	87	39	1.0972775159495432e-14	0.37303837312113175	hypomethylated	6.359116743277205e-14	True
sim0001971	0.19747764705882348	0.1193128205128205	0.07816482654600299	85	39	1.429964468838111e-14	0.07816482654600299	hypermethylated	8.269710307154297e-14	True
cg06974428	0.42025977011494275	0.7869205128205129	-0.36666074270557014	87	39	1.4663048176490845e-14	0.36666074270557014	hypomethylated	8.462057424542091e-14	True
sim0000353	0.8946488372093022	0.9525842105263158	-0.057935373317013594	86	38	1.8203523208719482e-14	0.057935373317013594	hypomethylated	1.0483244917055014e-13	True
cg11536474	0.5632885057471265	0.13772564102564103	0.4255628647214855	87	39	2.036346346386333e-14	0.4255628647214855	hypermethylated	1.1702601283521457e-13	True
sim0000439	0.17961609195402292	0.11982564102564104	0.05979045092838188	87	39	2.464847511258605e-14	0.05979045092838188	hypermethylated	1.4135565998804568e-13	True
sim0000680	0.8356186046511629	0.8893564102564101	-0.05373780560524721	86	39	2.7395866755863114e-14	0.05373780560524721	hypomethylated	1.5678426245490828e-13	True
cg16370398	0.8595127906976747	0.3273692307692308	0.5321435599284439	86	39	2.787444600312197e-14	0.5321435599284439	hypermethylated	1.591914826831103e-13	True
cg21039708	0.6156418604651162	0.19555384615384616	0.42008801431126996	86	39	3.131138528675857e-14	0.42008801431126996	hypermethylated	1.7844891158241867e-13	True
cg13390867	0.70161511627907	0.23354102564102555	0.4680740906380445	86	39	3.233503821802826e-14	0.4680740906380445	hypermethylated	1.839013457244796e-13	True
cg01421252	0.2883735632183908	0.6615512820512819	-0.3731777188328911	87	39	3.299418010556017e-14	0.3731777188328911	hypomethylated	1.872624230371359e-13	True
cg11799593	0.7258604651162789	0.23788205128205123	0.4879784138342277	86	39	3.5781218492672377e-14	0.4879784138342277	hypermethylated	2.0266187051416706e-13	True
sim0000829	0.21520588235294127	0.12665384615384614	0.08855203619909513	85	39	3.825213263892613e-14	0.08855203619909513	hypermethylated	2.1576716295509257e-13	True
sim0000424	0.14081034482758623	0.192451282051282	-0.05164093722369578	87	39	3.825033479979188e-14	0.05164093722369578	hypomethylated	2.1576716295509257e-13	True
cg13387113	0.8854344827586206	0.4084102564102564	0.47702422634836417	87	39	4.287315673662028e-14	0.47702422634836417	hypermethylated	2.413372163022457e-13	True
cg25200152	0.771398837209302	0.22097179487179489	0.5504270423375072	86	39	4.556603265720119e-14	0.5504270423375072	hypermethylated	2.559711486898398e-13	True
sim0001499	0.791558620689655	0.8591027027027026	-0.06754408201304762	87	37	4.7411011627808986e-14	0.06754408201304762	hypomethylated	2.6579193661549243e-13	True
cg17399143	0.38898	0.7652135135135134	-0.3762335135135134	85	37	5.176879290962675e-14	0.3762335135135134	hypomethylated	2.896311081929627e-13	True
cg15411554	0.3597436781609195	0.729048717948718	-0.36930503978779844	87	39	5.6026050059836526e-14	0.36930503978779844	hypomethylated	3.128121128340873e-13	True
cg25881804	0.5462209302325581	0.14541794871794872	0.4008029815146094	86	39	7.243832916288323e-14	0.4008029815146094	hypermethylated	4.0362695783050756e-13	True
cg20150982	0.7702639534883723	0.24333076923076924	0.526933184257603	86	39	8.925032572374728e-14	0.526933184257603	hypermethylated	4.962968517472343e-13	True
sim0001868	0.8872813953488368	0.8047102564102565	0.08257113893858026	86	39	1.1410320321355825e-13	0.08257113893858026	hypermethylated	6.332151499548374e-13	True
sim0000294	0.08326091954022988	0.025469230769230772	0.057791688770999106	87	39	1.1469054804781622e-13	0.057791688770999106	hypermethylated	6.351914021922402e-13	True
cg03502002	0.5802229885057468	0.14080769230769233	0.43941529619805453	87	39	1.4118912314483887e-13	0.43941529619805453	hypermethylated	7.803752943236869e-13	True
cg08380477	0.7074517647058827	0.2347025641025641	0.4727492006033186	85	39	1.4426267152799555e-13	0.4727492006033186	hypermethylated	7.957621660389634e-13	True
cg24281267	0.700614117647059	0.25480263157894734	0.4458114860681117	85	38	1.4994175220341984e-13	0.4458114860681117	hypermethylated	8.25430848302193e-13	True
cg12134633	0.7359895348837211	0.28306410256410247	0.4529254323196186	86	39	1.9481360593869084e-13	0.4529254323196186	hypermethylated	1.0703059510271675e-12	True
cg03738025	0.6855563218390804	0.20431794871794873	0.4812383731211317	87	39	2.7480668093760217e-13	0.4812383731211317	hypermethylated	1.5061765634836133e-12	True
cg13158272	0.7683770114942529	0.34851842105263153	0.4198585904416213	87	38	2.752459537199759e-13	0.4198585904416213	hypermethylated	1.5061765634836133e-12	True
cg11642106	0.6421367816091953	0.2187282051282051	0.4234085764809902	87	39	3.18578915456355e-13	0.4234085764809902	hypermethylated	1.7398335601562765e-12	True
cg02058408	0.6128162790697674	0.2229692307692308	0.3898470483005366	86	39	5.200112478571268e-13	0.3898470483005366	hypermethylated	2.8342676544911255e-12	True
sim0001342	0.17209080459770118	0.10913589743589745	0.06295490716180373	87	39	5.437882976869741e-13	0.06295490716180373	hypermethylated	2.9579929777150848e-12	True
cg15497761	0.774168965517241	0.3103256410256409	0.4638433244916001	87	39	5.996844085756896e-13	0.4638433244916001	hypermethylated	3.2555989532755324e-12	True
sim0000789	0.11172298850574709	0.0409974358974359	0.07072555260831119	87	39	6.364326259485904e-13	0.07072555260831119	hypermethylated	3.4482848589364456e-12	True
sim0001426	0.02202325581395349	0.0804923076923077	-0.0584690518783542	86	39	6.661163485344076e-13	0.0584690518783542	hypomethylated	3.6020110421732632e-12	True
sim0000336	0.9581211764705884	0.897348717948718	0.06077245852187041	85	39	1.18403736690941e-12	0.06077245852187041	hypermethylated	6.390079856385363e-12	True
cg24892966	0.6092597701149423	0.18742820512820513	0.42183156498673713	87	39	1.1922961796501185e-12	0.42183156498673713	hypermethylated	6.422034520586031e-12	True
sim0000637	0.8140517241379314	0.8898743589743591	-0.0758226348364277	87	39	1.255170147576682e-12	0.0758226348364277	hypomethylated	6.747460656346665e-12	True
sim0001963	0.9372195402298851	0.8798538461538457	0.05736569407603942	87	39	1.3691643171352918e-12	0.05736569407603942	hypermethylated	7.34588745931767e-12	True
cg18675097	0.702649425287356	0.29569487179487175	0.4069545534924842	87	39	1.5421378210341004e-12	0.4069545534924842	hypermethylated	8.25561209468235e-12	True
sim0001095	0.34139058823529406	0.27363846153846155	0.0677521266968325	85	39	1.5447341160053614e-12	0.0677521266968325	hypermethylated	8.25561209468235e-12	True
cg18267049	0.5410705882352943	0.1579051282051282	0.3831654600301661	85	39	1.552305561474062e-12	0.3831654600301661	hypermethylated	8.279967723047084e-12	True
sim0001354	0.20996666666666666	0.2716615384615385	-0.06169487179487185	87	39	1.5634678286735246e-12	0.06169487179487185	hypomethylated	8.323345204198008e-12	True
cg09578475	0.6661390804597704	0.20977297297297293	0.4563661074867975	87	37	1.626571760617513e-12	0.4563661074867975	hypermethylated	8.642538929238507e-12	True
sim0000318	0.14263563218390804	0.054184615384615394	0.08845101679929265	87	39	1.6641391714545574e-12	0.08845101679929265	hypermethylated	8.825077806922142e-12	True
cg08732352	0.7237813953488371	0.24920000000000003	0.4745813953488371	86	39	1.6934519163508684e-12	0.4745813953488371	hypermethylated	8.963222378065192e-12	True
sim0002135	0.9408482352941174	0.8347307692307694	0.10611746606334804	85	39	1.970558554782855e-12	0.10611746606334804	hypermethylated	1.0409854519208658e-11	True
cg06173663	0.8308494252873562	0.3979564102564102	0.43289301503094596	87	39	2.0927203270577085e-12	0.43289301503094596	hypermethylated	1.1033978384697746e-11	True
cg00004421	0.7565896551724137	0.33526410256410255	0.42132555260831117	87	39	2.178349123224365e-12	0.42132555260831117	hypermethylated	1.1463457933902932e-11	True
sim0001620	0.21799534883720936	0.07393589743589744	0.14405945140131193	86	39	2.352209198763235e-12	0.14405945140131193	hypermethylated	1.2354720208417987e-11	True
cg26014538	0.7051229885057472	0.2298358974358974	0.4752870910698498	87	39	2.4029066216114098e-12	0.4752870910698498	hypermethylated	1.2572922837269605e-11	True
sim0002315	0.31377241379310344	0.24017948717948714	0.0735929266136163	87	39	2.400347612670345e-12	0.0735929266136163	hypermethylated	1.2572922837269605e-11	True
cg11146691	0.6312034482758618	0.24598205128205125	0.3852213969938106	87	39	2.802466346176569e-12	0.3852213969938106	hypermethylated	1.463569401700957e-11	True
sim0000707	0.4528337209302325	0.3975666666666668	0.05526705426356571	86	39	3.1092220298382823e-12	0.05526705426356571	hypermethylated	1.620689357868266e-11	True
cg15811515	0.6534045977011494	0.22034615384615386	0.4330584438549956	87	39	3.4881517273703907e-12	0.4330584438549956	hypermethylated	1.814763786948194e-11	True
cg08549335	0.18281279069767445	0.6325410256410255	-0.4497282349433511	86	39	3.940556623064896e-12	0.4497282349433511	hypomethylated	2.0462587984043987e-11	True
sim0002137	0.19915977011494254	0.10978717948717949	0.08937259062776305	87	39	4.975373498957747e-12	0.08937259062776305	hypermethylated	2.5787454720069683e-11	True
sim0001973	0.8770252873563218	0.7911999999999998	0.085825287356322	87	39	5.44946373544044e-12	0.085825287356322	hypermethylated	2.8191481885602428e-11	True
cg05968010	0.1870447058823529	0.6325564102564103	-0.4455117043740574	85	39	6.234672558306659e-12	0.4455117043740574	hypomethylated	3.2192942702384196e-11	True
sim0000961	0.3721162790697674	0.31880526315789465	0.05331101591187276	86	38	9.265635530101913e-12	0.05331101591187276	hypermethylated	4.7753660039756015e-11	True
sim0001579	0.08954418604651161	0.19461538461538458	-0.10507119856887297	86	39	9.734137289571025e-12	0.10507119856887297	hypomethylated	5.007429800459102e-11	True
sim0000121	0.10109882352941177	0.04845263157894736	0.05264619195046441	85	38	1.0451386800573793e-11	0.05264619195046441	hypermethylated	5.3663475777899455e-11	True
cg13980454	0.7816931034482759	0.33572820512820517	0.44596489832007075	87	39	1.2221609461951858e-11	0.44596489832007075	hypermethylated	6.263574849250326e-11	True
sim0002187	0.7100500000000002	0.7587692307692309	-0.04871923076923068	86	39	1.5594995270248387e-11	0.04871923076923068	hypomethylated	7.977551584240655e-11	True
cg00406319	0.4448576470588235	0.8043307692307693	-0.35947312217194577	85	39	1.6578547966692866e-11	0.35947312217194577	hypomethylated	8.464920309387603e-11	True
sim0000758	0.6184172413793104	0.7075948717948719	-0.08917763041556148	87	39	1.704786512605856e-11	0.08917763041556148	hypomethylated	8.688401762761201e-11	True
cg20171999	0.2490290697674418	0.6479589743589742	-0.39892990459153244	86	39	1.876263714709174e-11	0.39892990459153244	hypomethylated	9.54462300797426e-11	True
sim0000667	0.9409895348837211	0.9863026315789474	-0.04531309669522632	86	38	1.921614534736029e-11	0.04531309669522632	hypomethylated	9.75725531778165e-11	True
cg15408889	0.2974126436781609	0.6204461538461538	-0.32303351016799287	87	39	1.936154651873687e-11	0.32303351016799287	hypomethylated	9.812946178407784e-11	True
sim0001013	0.173348275862069	0.10674615384615387	0.06660212201591513	87	39	2.041632991601456e-11	0.06660212201591513	hypermethylated	1.0328482187714916e-10	True
sim0001732	0.14228045977011494	0.22135641025641029	-0.07907595048629534	87	39	2.099940945891268e-11	0.07907595048629534	hypomethylated	1.0603929739638442e-10	True
cg09664373	0.8288317647058818	0.3751871794871795	0.4536445852187023	85	39	2.3743970641072934e-11	0.4536445852187023	hypermethylated	1.1967832541472908e-10	True
sim0002299	0.06681379310344829	0.027649999999999997	0.039163793103448294	87	38	2.748109724083624e-11	0.039163793103448294	hypermethylated	1.3826112476296182e-10	True
cg24294041	0.8252574712643678	0.3916184210526316	0.43363905021173615	87	38	3.8804939981027514e-11	0.43363905021173615	hypermethylated	1.9487599657748187e-10	True
cg27549720	0.6818114942528736	0.2725	0.40931149425287355	87	38	4.538933679470315e-11	0.40931149425287355	hypermethylated	2.2752647477198824e-10	True
sim0000634	0.9436264367816094	0.9868342105263157	-0.0432077737447063	87	38	4.62410586877619e-11	0.0432077737447063	hypomethylated	2.3137374902601448e-10	True
cg27092191	0.8323275862068966	0.37963421052631585	0.45269337568058077	87	38	4.874900569505452e-11	0.45269337568058077	hypermethylated	2.43479124807845e-10	True
sim0000444	0.9247999999999998	0.8732128205128203	0.0515871794871795	85	39	4.910980987364079e-11	0.0515871794871795	hypermethylated	2.4483602127566466e-10	True
cg09233392	0.6109988505747126	0.23929743589743588	0.3717014146772767	87	39	6.297160981472154e-11	0.3717014146772767	hypermethylated	3.1337502203086965e-10	True
sim0001437	0.2690211764705883	0.33417435897435904	-0.06515318250377072	85	39	6.424029072961166e-11	0.06515318250377072	hypomethylated	3.1911044960984314e-10	True
cg15215348	0.8623360465116278	0.42605897435897444	0.4362770721526533	86	39	6.645822828252979e-11	0.4362770721526533	hypermethylated	3.295320452926161e-10	True
sim0000190	0.08387471264367813	0.03502307692307692	0.04885163572060121	87	39	7.366920568441205e-11	0.04885163572060121	hypermethylated	3.6462938381095476e-10	True
sim0000260	0.23341264367816092	0.14421282051282053	0.08919982316534039	87	39	7.384612018713158e-11	0.08919982316534039	hypermethylated	3.648476477590835e-10	True
cg23605961	0.703119540229885	0.3347307692307692	0.36838877099911577	87	39	7.804510287579885e-11	0.36838877099911577	hypermethylated	3.849010728901605e-10	True
sim0002205	0.9378436781609191	0.9828025641025641	-0.04495888594164499	87	39	9.413254123203673e-11	0.04495888594164499	hypomethylated	4.6340876481076143e-10	True
cg23746497	0.7107581395348836	0.3019184210526316	0.40883971848225203	86	38	1.2475566763407024e-10	0.40883971848225203	hypermethylated	6.130658658153684e-10	True
cg00722320	0.6794528735632184	0.23727179487179492	0.4421810786914234	87	39	1.3323185615926634e-10	0.4421810786914234	hypermethylated	6.535498372669725e-10	True
sim0001322	0.012667441860465112	0.08237631578947367	-0.06970887392900856	86	38	1.3394818430066107e-10	0.06970887392900856	hypomethylated	6.558924461210623e-10	True
sim0001596	0.10357411764705882	0.049348717948717945	0.05422539969834087	85	39	1.4391583974076742e-10	0.05422539969834087	hypermethylated	7.034462842844985e-10	True
sim0001273	0.04793255813953487	0.10283333333333335	-0.054900775193798476	86	39	2.0370451589001517e-10	0.054900775193798476	hypomethylated	9.939188368559e-10	True
sim0000130	0.9876609195402297	0.9301384615384615	0.05752245800176825	87	39	2.392437360581361e-10	0.05752245800176825	hypermethylated	1.1652527357299641e-09	True
cg18786593	0.6250517241379309	0.23936410256410257	0.3856876215738283	87	39	2.5519546534070977e-10	0.3856876215738283	hypermethylated	1.2407468022848314e-09	True
cg11686819	0.26122705882352937	0.6853923076923076	-0.42416524886877827	85	39	2.651326130302716e-10	0.42416524886877827	hypomethylated	1.2867831943359649e-09	True
sim0000198	0.3317149425287357	0.21557894736842106	0.11613599516031461	87	38	2.7355721676601203e-10	0.11613599516031461	hypermethylated	1.3253292318452117e-09	True
sim0000623	0.9775367816091953	0.9341692307692306	0.043367550839964686	87	39	2.960849597011727e-10	0.043367550839964686	hypermethylated	1.4319460991181713e-09	True
sim0000334	0.8175402298850575	0.7419102564102563	0.07562997347480116	87	39	3.135076318923632e-10	0.07562997347480116	hypermethylated	1.5135421174135707e-09	True
cg05376227	0.8071931034482758	0.3908794871794872	0.4163136162687886	87	39	3.2591675168420616e-10	0.4163136162687886	hypermethylated	1.5706900296079197e-09	True
sim0001407	0.8394517241379308	0.893625641025641	-0.05417391688771023	87	39	3.863332351439027e-10	0.05417391688771023	hypomethylated	1.858594390438355e-09	True
sim0001644	0.1313206896551724	0.19537368421052634	-0.06405299455535393	87	38	4.3076143500787533e-10	0.06405299455535393	hypomethylated	2.0687091992423664e-09	True
sim0002120	0.9778540229885057	0.9085153846153847	0.06933863837312093	87	39	5.356301208154904e-10	0.06933863837312093	hypermethylated	2.56784632090777e-09	True
cg13539545	0.575671264367816	0.18716923076923078	0.38850203359858526	87	39	5.961647348809009e-10	0.38850203359858526	hypermethylated	2.853074088358597e-09	True
sim0000688	0.02096091954022988	0.06215128205128204	-0.04119036251105217	87	39	6.37976453784408e-10	0.04119036251105217	hypomethylated	3.0478631626882934e-09	True
cg16536855	0.8056988372093019	0.4565342105263158	0.3491646266829861	86	38	6.543833546580362e-10	0.3491646266829861	hypermethylated	3.1208178389681e-09	True
sim0001277	0.13345172413793113	0.2302102564102564	-0.09675853227232525	87	39	7.086729816299644e-10	0.09675853227232525	hypomethylated	3.3738729298743716e-09	True
cg18789918	0.8560977011494254	0.43067894736842094	0.42541875378100447	87	38	7.405889522345816e-10	0.42541875378100447	hypermethylated	3.51971946676193e-09	True
sim0001531	0.8628747126436783	0.946279487179487	-0.08340477453580863	87	39	7.551961289285168e-10	0.08340477453580863	hypomethylated	3.582942601324069e-09	True
sim0000467	0.6013344827586207	0.664825641025641	-0.06349115826702034	87	39	7.977052852221598e-10	0.06349115826702034	hypomethylated	3.7780972732849535e-09	True
sim0002248	0.19458139534883723	0.24283076923076918	-0.048249373881931956	86	39	1.3493611803538795e-09	0.048249373881931956	hypomethylated	6.379853980089685e-09	True
sim0000621	0.8779547619047624	0.9398846153846153	-0.061929853479852914	84	39	1.6433121083639326e-09	0.061929853479852914	hypomethylated	7.756320209064816e-09	True
sim0001544	0.8941942528735637	0.9596230769230766	-0.06542882404951289	87	39	1.7415200177541357e-09	0.06542882404951289	hypomethylated	8.205755555352677e-09	True
sim0001894	0.526887356321839	0.47787948717948725	0.04900786914235178	87	39	2.0244097238577285e-09	0.04900786914235178	hypermethylated	9.522351903145856e-09	True
cg15959252	0.8109104651162791	0.3708131578947369	0.44009730722154217	86	38	2.043109118730174e-09	0.44009730722154217	hypermethylated	9.59388162248169e-09	True
sim0002260	0.1835724137931034	0.08416410256410255	0.09940831122900086	87	39	2.1719668436136285e-09	0.09940831122900086	hypermethylated	1.018155788294648e-08	True
sim0001234	0.9890126436781609	0.9116692307692303	0.07734341290893054	87	39	2.2756181083334913e-09	0.07734341290893054	hypermethylated	1.0649272476306815e-08	True
cg10528576	0.7713662790697673	0.35329487179487185	0.41807140727489545	86	39	2.457866866545466e-09	0.41807140727489545	hypermethylated	1.1482585514286386e-08	True
sim0002138	0.07095862068965517	0.019836842105263156	0.051121778584392014	87	38	2.9707549776057056e-09	0.051121778584392014	hypermethylated	1.3855117017797747e-08	True
sim0001514	0.13512790697674412	0.06892105263157895	0.06620685434516517	86	38	3.040375914590649e-09	0.06620685434516517	hypermethylated	1.415578413115341e-08	True
sim0001380	0.9316908045977013	0.794	0.13769080459770122	87	38	3.1755226759682003e-09	0.13769080459770122	hypermethylated	1.4760001338214292e-08	True
sim0000174	0.17457126436781611	0.11633421052631576	0.05823705384150035	87	38	3.33715450742994e-09	0.05823705384150035	hypermethylated	1.5485073364712915e-08	True
sim0001475	0.2161413793103449	0.11180769230769229	0.10433368700265262	87	39	3.505849429735003e-09	0.10433368700265262	hypermethylated	1.6240418859160295e-08	True
sim0001082	0.8260126436781607	0.9139763157894738	-0.08796367211131306	87	38	4.080252337010636e-09	0.08796367211131306	hypomethylated	1.886944978075457e-08	True
sim0001177	0.07682413793103449	0.17220256410256413	-0.09537842617152964	87	39	4.613841749731811e-09	0.09537842617152964	hypomethylated	2.130121560758535e-08	True
sim0000182	0.88357816091954	0.9698435897435898	-0.08626542882404975	87	39	5.4450841916620025e-09	0.08626542882404975	hypomethylated	2.5096721937073023e-08	True
sim0000412	0.05600000000000001	0.1564025641025641	-0.10040256410256408	87	39	5.515679566662424e-09	0.10040256410256408	hypomethylated	2.5379517202046363e-08	True
sim0000513	0.6297678160919543	0.48449230769230783	0.14527550839964648	87	39	6.42513392370631e-09	0.14527550839964648	hypermethylated	2.9514787438831493e-08	True
sim0002161	0.9652872093023253	0.9240351351351354	0.0412520741671899	86	37	6.605355159304546e-09	0.0412520741671899	hypermethylated	3.029200437831317e-08	True
sim0001975	0.7874517241379313	0.8582846153846153	-0.07083289124668402	87	39	7.658675742119693e-09	0.07083289124668402	hypomethylated	3.506397043933799e-08	True
cg18121066	0.695435294117647	0.3263135135135135	0.36912178060413353	85	37	8.101536513420352e-09	0.36912178060413353	hypermethylated	3.70298183067649e-08	True
