gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
SOX1-OT	hypermethylated	13	13	0	cg05221057,cg11437784,cg13692446,cg15415452,cg15653173,cg16705627,cg18437365,cg19096825,cg21054521,cg23619365,cg24604013,cg25570913,cg26151467
SOX2-OT	hypermethylated	5	5	0	cg02650401,cg05513806,cg11324832,cg13294849,cg22920300
SPAG6	hypermethylated	2	2	0	cg05099508,cg26492368
SPARCL1	hypermethylated	1	1	0	cg12630520
SPHK2	hypermethylated	1	1	0	cg11376305
SPRY2	hypermethylated	1	1	0	cg22369786
SRGAP3	hypermethylated	1	1	0	cg00907288
SSR3	hypermethylated	1	1	0	cg24921140
SST	hypermethylated	2	2	0	cg02164046,cg15347189
SSTR4	hypermethylated	1	1	0	cg07676859
ST18	hypermethylated	1	1	0	cg14689479
ST8SIA3	hypermethylated	2	2	0	cg03614193,cg13096208
STXBP5L	hypermethylated	1	1	0	cg18423935
SYCN	hypermethylated	3	3	0	cg00880452,cg02863073,cg22290648
TAC1	hypermethylated	4	4	0	cg01287975,cg11873482,cg16288089,cg17437939
TAL1	hypermethylated	1	1	0	cg25764899
TBX20	hypermethylated	1	1	0	cg18011916
TBXT	hypermethylated	2	2	0	cg06463958,cg20114732
TCAF1	hypermethylated	1	1	0	cg16807089
TCF20	hypermethylated	1	1	0	cg01324372
TCF23	hypermethylated	1	1	0	cg15326452
TDGF1P2	hypermethylated	1	1	0	cg00063174
TDRD10	hypermethylated	1	1	0	cg18081940
TENM3	hypermethylated	1	1	0	cg02348751
TENM3-AS1	hypermethylated	1	1	0	cg02348751
TFAP2B	hypermethylated	1	1	0	cg27260772
TFAP2D	hypermethylated	2	2	0	cg09086201,cg17191462
THRA	hypermethylated	1	1	0	cg11512009
TLX1	hypermethylated	1	1	0	cg25266629
TMEM145	hypermethylated	1	1	0	cg11957331
TMEM240	hypermethylated	4	4	0	cg00813378,cg08738570,cg15487867,cg16601494
TMEM275	hypermethylated	1	1	0	cg24465685
TPM4P1	hypermethylated	1	1	0	cg03679755
TRH	hypermethylated	4	4	0	cg01009664,cg02700891,cg14595003,cg22512438
TRIM59	hypermethylated	1	1	0	cg15618978
TUBB2B	hypermethylated	1	1	0	cg15012484
TULP1	hypermethylated	3	3	0	cg12827262,cg15219228,cg24281267
VAX1	hypermethylated	3	3	0	cg08833577,cg17138769,cg26783057
VAX2	hypermethylated	1	1	0	cg04751811
VPS13B-DT	hypermethylated	1	1	0	cg14968543
VSTM2A	hypermethylated	1	1	0	cg21179088
VWA7	hypermethylated	1	1	0	cg13187827
WRAP73	hypermethylated	1	1	0	cg04865841
WT1	hypermethylated	3	3	0	cg09234616,cg10244666,cg13540960
WT1-AS	hypermethylated	2	2	0	cg06845853,cg25247290
YAE1	hypermethylated	1	1	0	cg27071152
YBX3P1	hypermethylated	1	1	0	cg15811515
Z98880.1	hypermethylated	1	1	0	cg24292761
ZBED9	hypermethylated	2	2	0	cg04645150,cg24114014
ZCWPW1	hypermethylated	1	1	0	cg17968037
ZFHX4-AS1	hypermethylated	1	1	0	cg19437183
ZFP42	hypermethylated	7	7	0	cg00663077,cg06274159,cg14817655,cg15718581,cg17214381,cg18034737,cg24896649
ZIC1	hypermethylated	12	12	0	cg00028935,cg02387803,cg03363161,cg05052450,cg05855917,cg07152216,cg12204258,cg12892506,cg16215422,cg19271111,cg21776417,cg26123605
ZIC4	hypermethylated	8	8	0	cg00028935,cg00334063,cg02387803,cg04556126,cg05855917,cg12892506,cg16768018,cg26790247
ZIM2-AS1	hypermethylated	1	1	0	cg06585566
ZNF154	hypermethylated	6	6	0	cg01268824,cg08668790,cg11294513,cg12506930,cg21790626,cg27049766
ZNF274	hypermethylated	1	1	0	cg19416570
ZNF300P1	hypermethylated	1	1	0	cg05016408
ZNF32-AS3	hypermethylated	1	1	0	cg25888561
ZNF350-AS1	hypermethylated	2	2	0	cg21549195,cg24886257
ZNF536	hypermethylated	1	1	0	cg23642130
ZNF551	hypermethylated	6	6	0	cg01268824,cg08668790,cg11294513,cg12506930,cg21790626,cg27049766
ZNF560	hypermethylated	1	1	0	cg19254119
ZNF578	hypermethylated	1	1	0	cg26928418
ZNF671	hypermethylated	2	2	0	cg08048222,cg12074025
ZNF709	hypermethylated	2	2	0	cg08411068,cg22637867
ZNF729	hypermethylated	1	1	0	cg02657401
ZNF876P	hypermethylated	2	2	0	cg18005867,cg23063647
ZSCAN18	hypermethylated	1	1	0	cg14231297
AC005914.1	hypomethylated	1	0	1	cg11837293
AC007098.1	hypomethylated	2	0	2	cg15732840,cg25518132
AC008133.1	hypomethylated	1	0	1	cg01890568
AC009070.1	hypomethylated	1	0	1	cg03284308
AC009879.2	hypomethylated	1	0	1	cg20171999
AC009879.4	hypomethylated	1	0	1	cg20171999
AC011524.2	hypomethylated	1	0	1	cg10578996
AC011899.1	hypomethylated	1	0	1	cg24646841
AC012640.1	hypomethylated	1	0	1	cg17315844
AC015712.5	hypomethylated	1	0	1	cg26824516
AC016831.6	hypomethylated	2	0	2	cg15928106,cg20228731
AC017002.3	hypomethylated	1	0	1	cg08443563
AC025171.1	hypomethylated	1	0	1	cg10883503
AC025171.3	hypomethylated	1	0	1	cg10883503
AC025809.1	hypomethylated	1	0	1	cg15637286
AC027288.3	hypomethylated	1	0	1	cg09884851
AC058822.1	hypomethylated	1	0	1	cg11807829
AC068633.1	hypomethylated	1	0	1	cg20207443
AC079779.3	hypomethylated	1	0	1	cg24428372
AC080013.4	hypomethylated	1	0	1	cg15548427
AC091096.1	hypomethylated	1	0	1	cg25368103
AC100861.1	hypomethylated	3	0	3	cg23303108,cg24278165,cg26530341
AC100861.2	hypomethylated	3	0	3	cg23303108,cg24278165,cg26530341
AC103758.1	hypomethylated	1	0	1	cg17144184
AC104389.5	hypomethylated	1	0	1	cg09248694
AC110749.1	hypomethylated	1	0	1	cg27500148
AC112504.2	hypomethylated	2	0	2	cg04016621,cg19275745
AC127002.2	hypomethylated	1	0	1	cg10857250
AC131011.1	hypomethylated	1	0	1	cg00431602
ADARB2	hypomethylated	1	0	1	cg03480068
AIM2	hypomethylated	2	0	2	cg07195224,cg10636246
AJAP1	hypomethylated	1	0	1	cg02482718
AL008729.1	hypomethylated	3	0	3	cg06879394,cg07912922,cg21538684
AL009178.3	hypomethylated	1	0	1	cg03850936
AL021918.5	hypomethylated	1	0	1	cg03332623
AL109924.4	hypomethylated	1	0	1	cg22453826
AL117329.1	hypomethylated	1	0	1	cg10956848
AL133334.1	hypomethylated	1	0	1	cg19254793
AL160171.1	hypomethylated	1	0	1	cg11947712
AL358472.5	hypomethylated	1	0	1	cg08202226
AL392046.1	hypomethylated	1	0	1	cg19215266
AL441943.2	hypomethylated	1	0	1	cg26098816
AL450992.1	hypomethylated	1	0	1	cg20167074
AL513325.1	hypomethylated	1	0	1	cg02394578
ALDH1A3	hypomethylated	1	0	1	cg26824516
ANAPC1	hypomethylated	1	0	1	cg08443563
AP005273.2	hypomethylated	1	0	1	cg08822897
APBB1IP	hypomethylated	1	0	1	cg06457633
ARNTL2	hypomethylated	1	0	1	cg26165146
ASIC2	hypomethylated	1	0	1	cg01890568
ASTN2	hypomethylated	1	0	1	cg14516287
ATP13A3	hypomethylated	1	0	1	cg23192683
ATPSCKMT	hypomethylated	1	0	1	cg17315844
AXDND1	hypomethylated	2	0	2	cg03440799,cg04348247
BCL9	hypomethylated	1	0	1	cg10020892
BX284613.2	hypomethylated	1	0	1	cg06041466
C11orf40	hypomethylated	1	0	1	cg16497714
C1orf21	hypomethylated	1	0	1	cg22039357
CATSPERG	hypomethylated	1	0	1	cg12536921
CCN4	hypomethylated	2	0	2	cg04421974,cg17667625
CCT5	hypomethylated	1	0	1	cg17315844
CCT6A	hypomethylated	1	0	1	cg23839680
CD1D	hypomethylated	1	0	1	cg18234111
CD44	hypomethylated	1	0	1	cg25096745
CD58	hypomethylated	1	0	1	cg10180415
CDKN2B-AS1	hypomethylated	1	0	1	cg14069088
CENPN	hypomethylated	1	0	1	cg03284308
CFAP46	hypomethylated	1	0	1	cg24626659
CLDN4	hypomethylated	1	0	1	cg20038219
CMC2	hypomethylated	1	0	1	cg03284308
COPS5	hypomethylated	2	0	2	cg07896832,cg21320567
COQ3	hypomethylated	1	0	1	cg18751133
COTL1	hypomethylated	1	0	1	cg07964754
CREM	hypomethylated	1	0	1	cg19215266
CSPP1	hypomethylated	2	0	2	cg07896832,cg21320567
CST7	hypomethylated	1	0	1	cg26450106
CTPS1	hypomethylated	1	0	1	cg24141382
CXADR	hypomethylated	1	0	1	cg00744433
CYP27C1	hypomethylated	1	0	1	cg24923516
DIP2C	hypomethylated	1	0	1	cg08079763
DLGAP2	hypomethylated	2	0	2	cg08387538,cg08387835
DLGAP2-AS1	hypomethylated	1	0	1	cg08387538
ELFN1	hypomethylated	2	0	2	cg02691362,cg27527798
EZR	hypomethylated	1	0	1	cg22871253
EZR-AS1	hypomethylated	1	0	1	cg22871253
FAM131C	hypomethylated	1	0	1	cg25851313
FAM216A	hypomethylated	1	0	1	cg19666600
FMO6P	hypomethylated	1	0	1	cg06041466
GATAD2B	hypomethylated	1	0	1	cg08202226
GON4L	hypomethylated	1	0	1	cg00504075
GPN3	hypomethylated	1	0	1	cg19666600
GPR137B	hypomethylated	1	0	1	cg04077303
GRHL2	hypomethylated	1	0	1	cg01952226
GRIA1	hypomethylated	1	0	1	cg16281600
GRK5	hypomethylated	1	0	1	cg07551060
GRK7	hypomethylated	2	0	2	cg04016621,cg19275745
HBE1	hypomethylated	1	0	1	cg09248694
HBG2	hypomethylated	1	0	1	cg09248694
HENMT1	hypomethylated	1	0	1	cg11947712
IL17RA	hypomethylated	1	0	1	cg07191900
IL22RA2	hypomethylated	1	0	1	cg23507945
KRTAP12-3	hypomethylated	1	0	1	cg15021280
LINC-PINT	hypomethylated	2	0	2	cg15928106,cg20228731
LINC00884	hypomethylated	1	0	1	cg23192683
LINC00898	hypomethylated	1	0	1	cg10956848
LINC00906	hypomethylated	1	0	1	cg10578996
LINC00944	hypomethylated	1	0	1	cg20197130
LINC01646	hypomethylated	1	0	1	cg11735242
LINC01749	hypomethylated	1	0	1	cg16353508
LINC02646	hypomethylated	1	0	1	cg25601879
LMF1	hypomethylated	1	0	1	cg10244976
LNX1	hypomethylated	1	0	1	cg11807829
LNX1-AS2	hypomethylated	1	0	1	cg11807829
MDC1	hypomethylated	1	0	1	cg06315208
MDGA2	hypomethylated	1	0	1	cg04788987
MFSD1	hypomethylated	1	0	1	cg15548427
MIR15B	hypomethylated	1	0	1	cg12785694
MIR16-2	hypomethylated	1	0	1	cg12785694
MYT1L	hypomethylated	3	0	3	cg14766621,cg15300436,cg26383138
MYT1L-AS1	hypomethylated	1	0	1	cg15300436
NAV1	hypomethylated	1	0	1	cg03340408
NCMAP-DT	hypomethylated	1	0	1	cg17094249
NFE2L3	hypomethylated	2	0	2	cg08822075,cg14684457
NRXN3	hypomethylated	1	0	1	cg05280527
NSMCE2	hypomethylated	1	0	1	cg00297966
NTM	hypomethylated	2	0	2	cg05184519,cg16257533
OPCML	hypomethylated	3	0	3	cg00322927,cg06967998,cg20972294
OSGIN2	hypomethylated	1	0	1	cg24046017
PAPPA2	hypomethylated	1	0	1	cg18236464
PARP1	hypomethylated	1	0	1	cg02088626
PARP4	hypomethylated	2	0	2	cg17117459,cg18582260
PDE10A	hypomethylated	1	0	1	cg03814644
PDE6B	hypomethylated	1	0	1	cg07486474
PEX7	hypomethylated	1	0	1	cg04766529
PHACTR1	hypomethylated	3	0	3	cg06879394,cg07912922,cg21538684
PHF21B	hypomethylated	1	0	1	cg14967020
PIGB	hypomethylated	1	0	1	cg19991916
PIGBOS1	hypomethylated	1	0	1	cg19991916
PMEPA1	hypomethylated	1	0	1	cg08243465
PPTC7	hypomethylated	1	0	1	cg08752433
PRDM16	hypomethylated	1	0	1	cg11157172
PSMG3-AS1	hypomethylated	1	0	1	cg19486070
PSPH	hypomethylated	1	0	1	cg23839680
PTPRN2-AS1	hypomethylated	1	0	1	cg10249637
RAB27A	hypomethylated	1	0	1	cg19991916
RADIL	hypomethylated	1	0	1	cg14260083
RBFOX3	hypomethylated	1	0	1	cg10937408
RBMXL2	hypomethylated	1	0	1	cg06176750
RIMBP2	hypomethylated	2	0	2	cg00794174,cg27170427
RNF114	hypomethylated	1	0	1	cg22657044
RNU6-925P	hypomethylated	1	0	1	cg24046017
RPL23	hypomethylated	1	0	1	cg27500148
RPS2	hypomethylated	1	0	1	cg26876834
S100A10	hypomethylated	1	0	1	cg20167074
SAR1A	hypomethylated	1	0	1	cg07661904
SCN1A	hypomethylated	1	0	1	cg26056277
SCN1A-AS1	hypomethylated	1	0	1	cg26056277
SCT	hypomethylated	1	0	1	cg04731448
SHISA6	hypomethylated	1	0	1	cg07527126
SMC4	hypomethylated	1	0	1	cg12785694
SNHG6	hypomethylated	1	0	1	cg00640314
SNHG9	hypomethylated	1	0	1	cg26876834
SNORA10	hypomethylated	1	0	1	cg26876834
SNORA64	hypomethylated	1	0	1	cg26876834
SNORD87	hypomethylated	1	0	1	cg00640314
SRSF7	hypomethylated	2	0	2	cg04441847,cg12961607
STK32C	hypomethylated	1	0	1	cg03889013
SUB1	hypomethylated	1	0	1	cg18721397
SYNGR2	hypomethylated	1	0	1	cg23668057
SYT1	hypomethylated	1	0	1	cg09884851
TAF1D	hypomethylated	1	0	1	cg03607573
TAOK3	hypomethylated	1	0	1	cg01431992
TBC1D7	hypomethylated	3	0	3	cg06879394,cg07912922,cg21538684
TBL1XR1	hypomethylated	3	0	3	cg03930153,cg15507690,cg17578639
TMEM99	hypomethylated	1	0	1	cg13672106
TMPO	hypomethylated	1	0	1	cg01808879
TMPO-AS1	hypomethylated	1	0	1	cg01808879
TNFRSF10A	hypomethylated	3	0	3	cg23303108,cg24278165,cg26530341
TNR	hypomethylated	1	0	1	cg04923875
TPTE2P6	hypomethylated	2	0	2	cg17117459,cg18582260
TRIM15	hypomethylated	3	0	3	cg02772121,cg06051311,cg12422154
TSPEAR	hypomethylated	1	0	1	cg15021280
UBAC2	hypomethylated	1	0	1	cg07450210
WWOX	hypomethylated	2	0	2	cg08549497,cg08599635
Y_RNA	hypomethylated	1	0	1	cg00431602
ZBTB16	hypomethylated	1	0	1	cg24452821
ZCCHC8	hypomethylated	1	0	1	cg10857250
ZFAND1	hypomethylated	1	0	1	cg07162097
ZFHX2-AS1	hypomethylated	1	0	1	cg01671212
ZNF184	hypomethylated	1	0	1	cg03332623
ZNF217	hypomethylated	1	0	1	cg17098965
ZNRF2	hypomethylated	1	0	1	cg08549335
AC079594.1	mixed	2	1	1	cg12785694,cg15618978
AL359922.1	mixed	2	1	1	cg12840719,cg14069088
CDKN2A	mixed	2	1	1	cg12840719,cg14069088
PTPRN2	mixed	23	2	21	cg02768721,cg03391854,cg03900492,cg05328339,cg06555227,cg10249637,cg10754395,cg12415687,cg13279926,cg17139690,cg19091386,cg19126954,cg19423622,cg21163617,cg22178238,cg22420514,cg22598247,cg24254317,cg24646841,cg24996491,cg25264630,cg25903223,cg27104173
RBFOX1	mixed	7	2	5	cg01577083,cg03072621,cg06719334,cg07196505,cg08160063,cg08545287,cg10013324
TCERG1L	mixed	4	3	1	cg03109827,cg06304097,cg06938601,cg23632875
TMEM132C	mixed	4	2	2	cg03530754,cg04475027,cg10216717,cg14555736
TMEM132D	mixed	2	1	1	cg05384697,cg12122146
