probe_id	tumor_mean_beta	normal_mean_beta	delta_beta	tumor_n	normal_n	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand
cg12172441	0.7527980702446107	0.2797484042039558	0.47304966604065485	748	67	3.385856387031514e-55	2.854231861812409e-54	0.47304966604065485	hypermethylated		chr6	28208384.0	28208386.0	+
cg06998282	0.641186902970832	0.16874736831301734	0.4724395346578147	788	84	4.661539794673799e-93	1.1337874951451209e-91	0.4724395346578147	hypermethylated	ENPP2	chr8	119639157.0	119639159.0	-
cg13045134	0.7766469581839964	0.3046576182047526	0.4719893399792438	776	87	1.1473759804951976e-58	1.0618087872766831e-57	0.4719893399792438	hypermethylated		chr8	102729551.0	102729553.0	-
cg00322927	0.40878642197196363	0.8802944632137523	-0.47150804124178863	423	17	2.034086054298972e-39	1.1381033623911263e-38	0.47150804124178863	hypomethylated	OPCML	chr11	132837791.0	132837793.0	-
cg23960736	0.37919968153444655	0.8503194768378075	-0.47111979530336096	699	94	3.7244187823497096e-198	7.062935507588303e-195	0.47111979530336096	hypomethylated		chr1	4111533.0	4111535.0	+
cg07792478	0.590428908163618	0.11944227120310989	0.47098663696050813	791	97	2.2744286860257426e-115	1.1729044350808774e-113	0.47098663696050813	hypermethylated	MIR124-2,MIR124-2HG	chr8	64377926.0	64377928.0	-
cg07816556	0.7441901004675663	0.27337666920253206	0.4708134312650342	297	14	2.9097016036198224e-27	1.162682381229903e-26	0.4708134312650342	hypermethylated	H1-1	chr6	26017051.0	26017053.0	+
cg15811515	0.6312146675119509	0.1614862225719334	0.4697284449400175	791	97	7.5207469555764e-70	9.363445581393685e-69	0.4697284449400175	hypermethylated	YBX3P1	chr16	31569667.0	31569669.0	-
cg04519387	0.35100172071034097	0.8206437428792318	-0.46964202216889084	203	3	3.02698939656872e-19	9.43654678452081e-19	0.46964202216889084	hypomethylated	OVOL1	chr11	65788966.0	65788968.0	+
cg25764899	0.5490172876871642	0.07937917021132007	0.4696381174758441	791	97	1.2156634239851837e-105	4.457016255686023e-104	0.4696381174758441	hypermethylated	TAL1	chr1	47232275.0	47232277.0	-
cg21624902	0.5682990831677097	0.09924151176630064	0.4690575714014091	739	86	4.465126603193163e-199	9.083706881048721e-196	0.4690575714014091	hypermethylated		chr3	138960515.0	138960517.0	+
cg08047907	0.5865965407958675	0.11768426600190782	0.4689122747939597	791	97	1.325493936153352e-171	6.69285435766526e-169	0.4689122747939597	hypermethylated	CCDC181	chr1	169427619.0	169427621.0	+
cg22425474	0.6495579806241122	0.18107219746238307	0.4684857831617291	528	38	6.813841124199099e-61	6.670395172085406e-60	0.4684857831617291	hypermethylated	AL645929.2	chr6	29850308.0	29850310.0	+
cg15222899	0.5877858389795354	0.11958078993964441	0.468205049039891	791	97	1.4054893188120649e-111	6.330850668544486e-110	0.468205049039891	hypermethylated	AC090340.1	chr18	57428016.0	57428018.0	-
cg11082691	0.6676948910667783	0.19969243662697927	0.468002454439799	210	14	5.746720402270756e-48	4.0283386025498914e-47	0.468002454439799	hypermethylated	TNFRSF19	chr13	23609526.0	23609528.0	-
cg24294041	0.8092033063161646	0.3417172431945801	0.46748606312158447	307	5	0.01516056639493586	0.02080127315534022	0.46748606312158447	hypermethylated	STAP2	chr19	4329583.0	4329585.0	-
cg03692651	0.5796621536772805	0.11254509915126844	0.46711705452601204	766	89	1.9129447175752785e-55	1.6231468905843154e-54	0.46711705452601204	hypermethylated		chr19	22261790.0	22261792.0	+
cg07600533	0.7439169902575345	0.2774284646866169	0.46648852557091763	759	94	3.254718054421278e-62	3.3013954590267896e-61	0.46648852557091763	hypermethylated	KLHDC7B	chr22	50547601.0	50547603.0	-
cg24281267	0.6824397219887263	0.21615991887358046	0.46627980311514583	790	97	8.306682175571094e-80	1.368835905961043e-78	0.46627980311514583	hypermethylated	TULP1	chr6	35511870.0	35511872.0	-
cg13023870	0.6675687765773338	0.20134292681192614	0.4662258497654077	790	97	9.024877402950753e-74	1.2543325597102885e-72	0.4662258497654077	hypermethylated	AL079303.1,AL132857.1	chr14	36654812.0	36654814.0	-
cg11536474	0.6025112841735145	0.1364583477531512	0.46605293642036333	791	97	1.400473232288961e-68	1.6839188097596824e-67	0.46605293642036333	hypermethylated		chr2	63058913.0	63058915.0	-
cg01851378	0.6497781303491486	0.18412426898353978	0.46565386136560877	712	76	7.018664714232839e-120	4.265018719292133e-118	0.46565386136560877	hypermethylated	AC087564.1	chr16	51153013.0	51153015.0	-
cg19049964	0.7024234880719866	0.23723797500133514	0.4651855130706515	175	1			0.4651855130706515	hypermethylated		chr5	2744307.0	2744309.0	+
cg15132565	0.6619574429865281	0.19681261986801304	0.4651448231185151	791	97	1.7321272689965585e-74	2.4591161848702608e-73	0.4651448231185151	hypermethylated		chr5	73444326.0	73444328.0	-
cg15425541	0.7023546746436585	0.2372317246987786	0.4651229499448799	752	71	1.3272607084411361e-51	1.0204072404828491e-50	0.4651229499448799	hypermethylated	SIX1	chr14	60652032.0	60652034.0	+
cg14523847	0.5724337448549393	0.10745280981063843	0.4649809350443008	782	96	9.526156757680525e-173	5.129920686513909e-170	0.4649809350443008	hypermethylated	DPP6	chr7	153887511.0	153887513.0	+
cg24892966	0.6244197000984018	0.15981574894226702	0.46460395115613473	786	97	1.0283297527474528e-97	2.9014677085326022e-96	0.46460395115613473	hypermethylated		chr6	27558243.0	27558245.0	-
cg07834841	0.40049371345606827	0.8646738111358327	-0.4641800976797645	791	97	8.081519215926085e-151	1.6030338592065462e-148	0.4641800976797645	hypomethylated		chr10	128387077.0	128387079.0	-
cg05376227	0.7941350286014002	0.33016733328501385	0.4639676953163863	337	6	0.0005000412172728908	0.0007883019016286673	0.4639676953163863	hypermethylated	BX284613.2,FMO6P	chr1	171142053.0	171142055.0	-
cg00722320	0.6965082796781855	0.23303227091944495	0.46347600875874057	671	43	1.2384153188405738e-24	4.5769327790689235e-24	0.46347600875874057	hypermethylated	ANKRD34C-AS1,MIR184	chr15	79209722.0	79209724.0	-
cg18121066	0.7406373708840185	0.2774543540422307	0.4631830168417878	745	86	1.5140120584911332e-48	1.0766518187028185e-47	0.4631830168417878	hypermethylated	TBCD,ZNF750	chr17	82836397.0	82836399.0	-
cg05970721	0.41942192184273747	0.8824034841437088	-0.46298156230097137	787	95	9.789784368276046e-153	2.1130780391912858e-150	0.46298156230097137	hypomethylated	HS3ST2	chr16	22915303.0	22915305.0	-
cg01688536	0.5195872696250791	0.056629854379241	0.46295741524583806	791	97	5.602930384281619e-224	5.487145176386907e-220	0.46295741524583806	hypermethylated		chr7	35257356.0	35257358.0	+
cg17508991	0.6566444879845728	0.19372070941728414	0.4629237785672886	790	97	5.519456088266316e-71	7.099111912141295e-70	0.4629237785672886	hypermethylated	HCK	chr20	32051501.0	32051503.0	-
cg20080590	0.5561855914545994	0.09331398457288742	0.462871606881712	51	1			0.462871606881712	hypermethylated	CCDC149	chr4	24829790.0	24829792.0	+
cg23075337	0.6917454769736842	0.22921762893449016	0.462527848039194	760	67	1.4972743541011998e-81	2.59037505588502e-80	0.462527848039194	hypermethylated	NXPH1	chr7	8441829.0	8441831.0	+
cg17538572	0.5349780829004029	0.07248295951135379	0.46249512338904913	791	97	2.1107102300638656e-101	6.715901985818774e-100	0.46249512338904913	hypermethylated	AL358613.3,CYP26A1	chr10	93075005.0	93075007.0	+
cg22396555	0.6156667974930775	0.1535362066681852	0.4621305908248923	790	97	8.3581292810239245e-106	3.0785666527150434e-104	0.4621305908248923	hypermethylated		chr13	27928323.0	27928325.0	+
cg02152968	0.6943020469263981	0.23228862881660461	0.46201341810979346	95	1			0.46201341810979346	hypermethylated	CD55	chr1	207320867.0	207320869.0	+
cg03970036	0.5568520489293616	0.09496200207582454	0.461890046853537	791	97	1.6495592643451989e-136	1.8558709592451618e-134	0.461890046853537	hypermethylated	PTPRN	chr2	219309509.0	219309511.0	-
cg04111071	0.5885590409810564	0.12703191619558432	0.4615271247854721	791	97	1.736331102849075e-112	8.067895134560138e-111	0.4615271247854721	hypermethylated	TMEM196	chr7	19773675.0	19773677.0	+
cg05835105	0.5785588048652813	0.11729130302507852	0.4612675018402028	791	97	1.6842060148444612e-90	3.789904519264777e-89	0.4612675018402028	hypermethylated	PITX2	chr4	110622244.0	110622246.0	+
cg21334513	0.6825661188439478	0.22140559953512604	0.46116051930882174	790	97	9.069729978823492e-94	2.2585241974467955e-92	0.46116051930882174	hypermethylated		chr6	30127470.0	30127472.0	+
cg27494647	0.6780477403085443	0.2173334495308473	0.460714290777697	790	97	2.932755731319007e-62	2.978402780684591e-61	0.460714290777697	hypermethylated	AC005586.1,RARRES2	chr7	150341808.0	150341810.0	-
cg17034390	0.6211116742484177	0.16057689902708702	0.4605347752213307	790	97	2.4301482814192952e-149	4.5645381952792374e-147	0.4605347752213307	hypermethylated		chr6	30127548.0	30127550.0	+
cg01577083	0.34805741533166085	0.8085796710142156	-0.4605222556825547	791	97	3.693445580901106e-154	8.541250095308009e-152	0.4605222556825547	hypomethylated	RBFOX1	chr16	5436266.0	5436268.0	-
cg19540425	0.6872352988032971	0.22686157623926798	0.4603737225640292	236	12	1.3692586887820847e-31	6.198684219515585e-31	0.4603737225640292	hypermethylated	FGD4	chr12	32502901.0	32502903.0	+
cg24833737	0.4653652880797645	0.9255417499345603	-0.46017646185479577	791	97	7.112221826192943e-192	9.418415667029607e-189	0.46017646185479577	hypomethylated	AC025839.1	chr8	141622350.0	141622352.0	-
cg10389812	0.29645666086448813	0.7566014130910238	-0.46014475222653567	53	3	1.823337831719723e-19	5.72565387808581e-19	0.46014475222653567	hypomethylated	IGF1R	chr15	98914932.0	98914934.0	+
cg21707187	0.5944601992138117	0.13460469000118294	0.45985550921262874	791	97	5.7318680758616786e-90	1.2699373351388514e-88	0.45985550921262874	hypermethylated		chr12	53952077.0	53952079.0	+
cg17627629	0.5483361326861659	0.08857771754264832	0.45975841514351756	773	96	2.4260775641243775e-158	6.681852369775494e-156	0.45975841514351756	hypermethylated		chr5	180090139.0	180090141.0	+
cg09094964	0.4551996899258559	0.9146084529097362	-0.45940876298388034	785	93	1.2460481768467198e-151	2.5497003495851775e-149	0.45940876298388034	hypomethylated	LINC00940	chr12	1936878.0	1936880.0	-
cg00742098	0.3393631417410714	0.7986963665674603	-0.45933322482638894	525	63	2.217157468041564e-113	1.0619609303876879e-111	0.45933322482638894	hypomethylated		chr16	17817806.0	17817808.0	+
cg14072016	0.36454402742398107	0.8238584819592928	-0.4593144545353117	779	95	1.371426795567848e-116	7.402294585859508e-115	0.4593144545353117	hypomethylated	DIP2C	chr10	338711.0	338713.0	-
cg13387113	0.8495362883160829	0.3904452429877387	0.45909104532834416	785	90	2.528473557147358e-43	1.565155980515291e-42	0.45909104532834416	hypermethylated	MXRA7	chr17	76700654.0	76700656.0	+
cg05057720	0.6139179138106432	0.15484209158985884	0.45907582222078436	791	97	1.233574939448298e-69	1.5273305805328431e-68	0.45907582222078436	hypermethylated	AL355835.1,CLEC14A	chr14	38255469.0	38255471.0	+
cg06880420	0.3066321843787085	0.7655886620590368	-0.45895647768032827	790	97	2.071556797242133e-98	5.989848730526117e-97	0.45895647768032827	hypomethylated	NR5A2	chr1	200150858.0	200150860.0	+
cg23089825	0.5507224139612634	0.09190377500868335	0.45881863895258007	791	97	4.442705173453434e-126	3.384380149084062e-124	0.45881863895258007	hypermethylated	PRRX1	chr1	170661416.0	170661418.0	+
cg17231999	0.5148452778079567	0.05607641357736489	0.4587688642305919	791	97	1.3761617362104506e-207	4.789429532087006e-204	0.4587688642305919	hypermethylated	LINC00682	chr4	41880546.0	41880548.0	-
cg17840719	0.5472348064900048	0.08847480459311574	0.45876000189688904	791	97	1.1010055532952643e-99	3.307524986234712e-98	0.45876000189688904	hypermethylated	ZNF454	chr5	178941251.0	178941253.0	+
cg13703871	0.5293050541739096	0.07069388615716364	0.45861116801674595	791	97	9.649721531728566e-188	1.0261699073516019e-184	0.45861116801674595	hypermethylated	ZNF177,ZNF559-ZNF177	chr19	9362997.0	9362999.0	+
cg13028819	0.4027460414117659	0.8610190951947084	-0.45827305378294253	779	97	3.53928576556495e-162	1.1653188318061912e-159	0.45827305378294253	hypomethylated		chr7	156364994.0	156364996.0	-
cg27456203	0.7641945815667873	0.30592932420618396	0.45826525736060336	492	34	7.64357556865365e-34	3.685175662050505e-33	0.45826525736060336	hypermethylated	WWP2	chr16	69890712.0	69890714.0	+
cg01444716	0.6786731154207967	0.22073272178912984	0.45794039363166683	681	58	2.839330998843511e-68	3.386050164949553e-67	0.45794039363166683	hypermethylated	AL035448.1,BTBD3	chr20	11917908.0	11917910.0	-
cg08104202	0.5182602372392541	0.06044307197492147	0.4578171652643326	791	97	2.1592221653670853e-268	9.092786829463947e-263	0.4578171652643326	hypermethylated	CCDC181	chr1	169427473.0	169427475.0	-
cg24960947	0.6020691072292786	0.1444075672896867	0.4576615399395919	791	97	6.237272757421714e-100	1.8882838820768424e-98	0.4576615399395919	hypermethylated	GAL3ST3	chr11	66048991.0	66048993.0	-
cg04150495	0.6065355534800687	0.148919803580058	0.45761574990001075	791	97	3.0336975063032062e-96	8.181968052192702e-95	0.45761574990001075	hypermethylated	MIR663A,MIR663AHG	chr20	26209691.0	26209693.0	-
cg03940848	0.5105524460977007	0.05323277306310909	0.4573196730345916	791	97	2.2308687580098463e-203	6.22152361695734e-200	0.4573196730345916	hypermethylated		chr1	229407364.0	229407366.0	+
cg09313140	0.34104994666561317	0.79825607771726	-0.45720613105164687	791	97	3.668717514839031e-119	2.1704809041077884e-117	0.45720613105164687	hypomethylated		chr12	127825047.0	127825049.0	+
cg24676817	0.7009833451640399	0.24394940394981235	0.4570339412142276	692	51	3.387781174786586e-51	2.579216606654997e-50	0.4570339412142276	hypermethylated	AC008875.2	chr5	42995266.0	42995268.0	+
cg21648069	0.8281961790272887	0.3714367747306824	0.45675940429660633	355	8	9.443053678014265e-08	1.8805902468909692e-07	0.45675940429660633	hypermethylated	ERC1	chr12	1048551.0	1048553.0	-
cg24138857	0.6595929244468952	0.20301300287246704	0.45657992157442817	116	2	8.656979688769867e-11	1.982982949939151e-10	0.45657992157442817	hypermethylated	TNXB	chr6	32087301.0	32087303.0	+
cg27170427	0.46665914079784293	0.9232283130134504	-0.4565691722156075	791	97	6.376337745776655e-234	1.1188187889479126e-229	0.4565691722156075	hypomethylated	RIMBP2	chr12	130474165.0	130474167.0	-
cg10940462	0.5168348290454382	0.06068224759445977	0.4561525814509784	783	97	1.4438265354470198e-233	2.3385214140316783e-229	0.4561525814509784	hypermethylated	NRXN2	chr11	64711542.0	64711544.0	-
cg14416371	0.48626782288292114	0.030134284619203547	0.4561335382637176	791	97	3.2828584185770123e-225	3.4561441002016e-221	0.4561335382637176	hypermethylated	AC068205.1,AC068205.2;MIR129-2	chr11	43581296.0	43581298.0	+
cg09513990	0.5469907482566736	0.09090975142016854	0.45608099683650505	782	97	3.6818799173951036e-206	1.1746145299499405e-202	0.45608099683650505	hypermethylated	AL021808.1	chr6	27268042.0	27268044.0	-
cg24886257	0.5201788835464769	0.06410301837724508	0.4560758651692318	785	97	5.738312761638781e-209	2.19680349118614e-205	0.4560758651692318	hypermethylated	ZNF350-AS1	chr19	51949193.0	51949195.0	+
cg25881804	0.5541033063616071	0.09831643841930271	0.4557868679423044	791	97	5.841456453632263e-112	2.663979957780915e-110	0.4557868679423044	hypermethylated	LINC00237	chr20	21101259.0	21101261.0	+
cg10216717	0.35076425286787977	0.8065420720995087	-0.4557778192316289	790	97	6.677225225112992e-131	6.061377502582955e-129	0.4557778192316289	hypomethylated	TMEM132C	chr12	128414744.0	128414746.0	+
cg23200020	0.5624729204781448	0.10676679906156875	0.45570612141657607	790	97	1.10490797201975e-109	4.6622466505924346e-108	0.45570612141657607	hypermethylated	SCGB1B2P	chr19	34577649.0	34577651.0	+
cg02721693	0.3045255567206711	0.760226006601371	-0.45570044988069985	610	51	1.378236292101176e-119	8.280704778312094e-118	0.45570044988069985	hypomethylated	SHCBP1L	chr1	182953569.0	182953571.0	-
cg14231297	0.6117021293013195	0.15640843774854524	0.45529369155277427	791	97	7.699963218338606e-92	1.8049330980948755e-90	0.45529369155277427	hypermethylated	ZSCAN18	chr19	58118533.0	58118535.0	-
cg04868078	0.6263073285420736	0.17107457464391534	0.45523275389815826	384	22	1.120854770554686e-35	5.681910100242754e-35	0.45523275389815826	hypermethylated	LHX9	chr1	197929098.0	197929100.0	-
cg26132774	0.5506786245160398	0.09559167291700225	0.4550869515990375	791	97	3.294151932275257e-133	3.259430208665796e-131	0.4550869515990375	hypermethylated	AL445209.1,OBI1-AS1	chr13	78596010.0	78596012.0	+
cg16596604	0.550648917139104	0.09572582638140806	0.454923090757696	791	97	1.921998599214369e-143	2.846924087617164e-141	0.454923090757696	hypermethylated	CRYM	chr16	21283625.0	21283627.0	+
cg25025181	0.3612178279663706	0.8154493508879671	-0.4542315229215965	788	97	1.5729380635292895e-191	2.069956999015854e-188	0.4542315229215965	hypomethylated	SMYD3	chr1	246215207.0	246215209.0	+
cg15215348	0.8321266657189478	0.37790168683553477	0.454224978883413	790	97	9.67209663797064e-43	5.900498781095435e-42	0.454224978883413	hypermethylated	AC008397.2,PDE4C	chr19	18233709.0	18233711.0	+
cg11676353	0.7262197834171661	0.27203089257945184	0.45418889083771424	365	46	1.2902360205994492e-70	1.6419463043689112e-69	0.45418889083771424	hypermethylated	MACF1	chr1	39082328.0	39082330.0	+
cg11642106	0.6339428078208952	0.1798084298359979	0.4541343779848973	791	97	1.96742918876063e-79	3.2081780267018156e-78	0.4541343779848973	hypermethylated		chr3	27731313.0	27731315.0	+
cg21523564	0.5803258331182497	0.12629015421129994	0.45403567890694974	787	97	1.1416617410587681e-77	1.7692921003357086e-76	0.45403567890694974	hypermethylated	SCAMP5	chr15	74959149.0	74959151.0	+
cg20200460	0.39254373844043094	0.8465349649645618	-0.4539912265241309	773	97	1.3782247433380197e-122	9.205229731420251e-121	0.4539912265241309	hypomethylated		chr10	128367236.0	128367238.0	+
cg25691167	0.518157958984375	0.06424897970612516	0.45390897927824986	791	97	6.4417180269632e-176	3.942874484311891e-173	0.45390897927824986	hypermethylated	AC003986.1,FERD3L	chr7	19145337.0	19145339.0	-
cg17668981	0.8338428844105114	0.3805500864982605	0.45329279791225086	352	2	0.0007397883834439122	0.0011496316993272727	0.45329279791225086	hypermethylated	MATR3,SIL1;SNHG4	chr5	139282114.0	139282116.0	-
cg05497345	0.5509870208188457	0.09791458413956013	0.45307243667928554	719	94	3.1362976054248657e-190	3.9191063199136106e-187	0.45307243667928554	hypermethylated	ITPRIPL1	chr2	96325175.0	96325177.0	+
cg15232539	0.5534084135910561	0.10095497013367329	0.4524534434573828	725	97	6.415796708240314e-161	1.9793273369918766e-158	0.4524534434573828	hypermethylated	CSGALNACT1	chr8	19602160.0	19602162.0	-
cg24804195	0.7359769462358834	0.28358528830788354	0.45239165792799985	202	11	5.120668384506888e-25	1.914965451591139e-24	0.45239165792799985	hypermethylated	LINC00461	chr5	88673025.0	88673027.0	-
cg15065340	0.3296767671902974	0.7813671796749799	-0.4516904124846825	192	39	9.40031824003552e-65	1.01960221901721e-63	0.4516904124846825	hypomethylated	TNK2	chr3	195906043.0	195906045.0	-
cg08065231	0.5313200245313487	0.07968077708765403	0.4516392474436947	791	97	2.290194051353123e-146	3.774687975504967e-144	0.4516392474436947	hypermethylated	ZNF177,ZNF559-ZNF177	chr19	9363007.0	9363009.0	-
cg07519235	0.5787745884486607	0.12718709965342098	0.4515874887952397	791	97	1.8489091385720516e-123	1.2745155065978571e-121	0.4515874887952397	hypermethylated	GPRC5B	chr16	19883655.0	19883657.0	+
cg05937737	0.663070505096397	0.2115219352171593	0.45154856987923764	791	97	2.5510857058240005e-80	4.2619030663005046e-79	0.45154856987923764	hypermethylated	AC026316.4,SLC7A14;SLC7A14-AS1	chr3	170585750.0	170585752.0	-
cg09233392	0.6365161396496783	0.18515168022863643	0.4513644594210419	787	97	4.831846076284462e-80	8.007075509871144e-79	0.4513644594210419	hypermethylated	C10orf53	chr10	49679441.0	49679443.0	-
cg14644001	0.7707715715680804	0.319558830671413	0.4512127408966674	784	93	2.1782617032618095e-39	1.217946622727735e-38	0.4512127408966674	hypermethylated	PRRT1	chr6	32148875.0	32148877.0	+
cg06173663	0.8164212965935129	0.36561313117902305	0.45080816541448987	791	97	8.146993662368753e-57	7.17128214112321e-56	0.45080816541448987	hypermethylated	CUX1	chr7	101936648.0	101936650.0	+
cg16536855	0.8044732853361016	0.35388914744059247	0.45058413789550916	619	39	7.683713116500184e-33	3.598842359405915e-32	0.45058413789550916	hypermethylated	HK1	chr10	69278560.0	69278562.0	+
cg06083330	0.5208139142254662	0.07029850458361439	0.45051540964185177	791	97	7.474918839694023e-157	1.9276135776233366e-154	0.45051540964185177	hypermethylated	POU4F2	chr4	146640050.0	146640052.0	-
cg12427162	0.7353968962458254	0.28499990039401585	0.45039699585180953	655	18	2.78714567359294e-17	8.136666896750878e-17	0.45039699585180953	hypermethylated	SFT2D2	chr1	168229249.0	168229251.0	+
cg21306240	0.5028518696048317	0.05260280727111187	0.45024906233371986	791	97	1.1105563628061897e-226	1.2990856449076827e-222	0.45024906233371986	hypermethylated	EPHA10	chr1	37765172.0	37765174.0	-
cg03306374	0.5434655576529906	0.09358674472140283	0.4498788129315878	791	97	3.241476845571587e-67	3.7552442375406695e-66	0.4498788129315878	hypermethylated	PRKCB	chr16	23836003.0	23836005.0	+
cg14958969	0.4650418216235017	0.9148045803638215	-0.4497627587403198	730	94	1.9921386432393483e-219	1.4218940213713473e-215	0.4497627587403198	hypomethylated	MYT1L	chr2	1939041.0	1939043.0	+
cg23746497	0.7423423284216772	0.2929098188262625	0.44943250959541475	790	97	2.656766158517776e-57	2.3678337017524968e-56	0.44943250959541475	hypermethylated	LIN28B,LIN28B-AS1	chr6	104940792.0	104940794.0	-
cg11906781	0.6744802896078531	0.22536560796922253	0.44911468163863055	462	31	5.360171803456714e-87	1.0877757162743342e-85	0.44911468163863055	hypermethylated	BABAM2,MRPL33	chr2	27960526.0	27960528.0	-
cg13158272	0.7492299548389132	0.30015044742160374	0.44907950741730945	743	54	1.5231814517538786e-47	1.0560306780933204e-46	0.44907950741730945	hypermethylated	AC005520.2,MIDEAS	chr14	73790470.0	73790472.0	+
cg08445802	0.6549575090106147	0.2059034170563688	0.44905409195424584	789	97	5.215762022639166e-68	6.177035852414843e-67	0.44905409195424584	hypermethylated		chr6	84772893.0	84772895.0	+
